time,timestamp,frontend_adservice,frontend_currencyservice,checkoutservice_productcatalogservice,frontend_productcatalogservice,recommendationservice_productcatalogservice,checkoutservice_emailservice,checkoutservice_paymentservice,frontend_shippingservice,checkoutservice_shippingservice,checkoutservice_currencyservice,checkoutservice_cartservice,frontend_recommendationservice,frontend_checkoutservice,frontend_cartservice
2022-08-23 20:03:28.84875014 +0000 UTC m=+29040.831186415,1661285008,0.016458333,0.006975524,0.005833333,0.004188776,0.003441558,0.003,0.003666667,0.003777778,0.003666667,0.0046,0.007142857,0.008108974,0.1,0.004352941
2022-08-23 20:04:28.976361584 +0000 UTC m=+29100.958797866,1661285068,0.015416667,0.007458333,0.007222222,0.004173804,0.003526316,0.0035,0.0035,0.0038,0.003857143,0.00875,0.007142857,0.008223684,0.175,0.00529661
2022-08-23 20:05:28.842229701 +0000 UTC m=+29160.824665982,1661285128,0.017115385,0.008867188,0.00625,0.004609756,0.003628571,0.003,0.003,0.004058824,0.003222222,0.0075,0.004333333,0.008040541,0.225,0.006232877
2022-08-23 20:06:28.761124244 +0000 UTC m=+29220.743560521,1661285188,0.014375,0.014821429,0.0046,0.004114754,0.003558824,0.003,0.0034,0.0038,0.004,0.0042,0.004428571,0.008071429,0.25,0.0045
2022-08-23 20:07:28.95482198 +0000 UTC m=+29280.937258254,1661285248,0.017941176,0.008800813,0.003833333,0.004029557,0.003555556,0.003,0.003,0.0034,0.0034,0.005,0.00625,0.008037975,0.3125,0.004588235
2022-08-23 20:08:28.779029891 +0000 UTC m=+29340.761466197,1661285308,0.0175,0.007393162,0.005714286,0.004671958,0.003666667,0.003,0.003666667,0.003642857,0.003909091,0.0045,0.006363636,0.008519737,0.225,0.00615625
2022-08-23 20:09:28.852836867 +0000 UTC m=+29400.835273170,1661285368,0.01387931,0.009070248,0.0055,0.004005618,0.003438356,0.003,0.004333333,0.003777778,0.003222222,0.06,0.003857143,0.008192308,0.25,0.005919118
2022-08-23 20:10:28.91788879 +0000 UTC m=+29460.900325095,1661285428,0.015073529,0.008236607,0.0055,0.004050602,0.003229885,0.003,0.004,0.003357143,0.004428571,0.004090909,0.004428571,0.007861446,0.125,0.004386667
2022-08-23 20:11:28.795201552 +0000 UTC m=+29520.777637855,1661285488,0.014772727,0.008391089,0.005833333,0.003787879,0.003261905,0.003,0.003666667,0.003470588,0.003,0.004666667,0.008,0.007808642,0.175,0.00453125
2022-08-23 20:12:28.795874263 +0000 UTC m=+29580.778310538,1661285548,0.016988636,0.009,0.004142857,0.0045,0.003794521,0.004,0.004,0.00347619,0.004,0.0038,0.004,0.0083,0.23125,0.004361111
2022-08-23 20:13:29.123926461 +0000 UTC m=+29641.106362738,1661285609,0.013841463,0.008768939,0.006,0.004171662,0.0033,0.003,0.0034,0.003545455,0.0034,0.01,0.005,0.008074324,0.25,0.00545082
2022-08-23 20:14:28.863104232 +0000 UTC m=+29700.845540507,1661285668,0.01375,0.008211382,0.0046,0.004145205,0.003825397,0.003,0.005,0.003555556,0.003666667,0.004142857,0.005,0.008606557,0.2,0.006
2022-08-23 20:15:28.798870317 +0000 UTC m=+29760.781306600,1661285728,0.014423077,0.00972973,0.003666667,0.004252125,0.003732394,0.003,0.003,0.003842105,0.003,0.0375,0.0034,0.008476563,0.225,0.004684211
2022-08-23 20:16:28.846332561 +0000 UTC m=+29820.828768843,1661285788,0.014,0.009042969,0.006666667,0.004371429,0.003656716,0.004,0.00625,0.004047619,0.004,0.01,0.005714286,0.008246269,0.25,0.0048125
2022-08-23 20:17:28.827188797 +0000 UTC m=+29880.809625081,1661285848,0.016118421,0.010288462,0.005625,0.004856678,0.003966667,0.004,0.003,0.00347619,0.0034,0.01,0.0034,0.008669355,0.333333333,0.005333333
2022-08-23 20:18:29.039494166 +0000 UTC m=+29941.021930441,1661285909,0.0153125,0.00692029,0.0075,0.004038961,0.003439024,0.003,0.005,0.004090909,0.0042,0.0046,0.005,0.008095238,0.175,0.005472973
2022-08-23 20:19:28.870703589 +0000 UTC m=+30000.853139912,1661285968,0.013920455,0.009438776,0.00375,0.003910798,0.003368421,0.003666667,0.003666667,0.0037,0.003666667,0.005833333,0.0042,0.007974684,0.25,0.005273438
2022-08-23 20:20:28.869601446 +0000 UTC m=+30060.852037721,1661286028,0.015625,0.008109244,0.0375,0.003818565,0.003186047,0.003,0.003,0.00325,0.003,0.005,0.005,0.007911765,0.25,0.004102564
2022-08-23 20:21:28.844762947 +0000 UTC m=+30120.827199222,1661286088,0.012142857,0.039673913,0.006944444,0.004,0.003551724,0.003666667,0.006666667,0.0035,0.003666667,0.125,0.006,0.008293651,0.75,0.003883117
2022-08-23 20:22:28.906912163 +0000 UTC m=+30180.889348446,1661286148,0.012578125,0.008333333,0.003333333,0.003842105,0.003337662,0.0035,0.0035,0.004066667,0.003,0.0075,0.005833333,0.008152174,0.333333333,0.005283019
2022-08-23 20:23:28.69975933 +0000 UTC m=+30240.682195616,1661286208,0.015859375,0.009471545,0.005,0.004352332,0.003475,0.003,0.004,0.003833333,0.003,0.004142857,0.004,0.008402778,0.2125,0.005188679
2022-08-23 20:24:28.969449833 +0000 UTC m=+30300.951886108,1661286268,0.011714286,0.008632075,0.003,0.003983683,0.003467532,0.005,0.003,0.003636364,0.003,0.005,0.003666667,0.008141026,0.1,0.00597973
2022-08-23 20:25:29.176156969 +0000 UTC m=+30361.158593245,1661286329,0.017352941,0.009528689,0.0075,0.004171662,0.003368421,0.005,0.003,0.003235294,0.005,0.003666667,0.005,0.008082192,0.375,0.005964286
2022-08-23 20:26:28.981783005 +0000 UTC m=+30420.964219280,1661286388,0.017265625,0.00879902,0.006785714,0.004078086,0.003481013,0.0035,0.005833333,0.003714286,0.003222222,0.00875,0.00375,0.008092105,0.25,0.004538462
2022-08-23 20:27:28.998021084 +0000 UTC m=+30480.980457360,1661286448,0.015131579,0.007455752,0.005,0.003912371,0.003514286,0.0075,0.0075,0.003823529,0.005,0.005,0.0075,0.008107143,0.175,0.004083333
2022-08-23 20:28:28.99503343 +0000 UTC m=+30540.977469734,1661286508,0.016585366,0.009442308,0.0045,0.004266355,0.003578947,0.003,0.003,0.004555556,0.003285714,0.00625,0.005,0.008088235,0.225,0.005810811
2022-08-23 20:29:29.182248432 +0000 UTC m=+30601.164684708,1661286569,0.013214286,0.008316327,0.0034,0.003848073,0.003575342,0.003,0.003,0.003461538,0.003666667,0.006666667,0.006666667,0.008321918,0.25,0.004870968
2022-08-23 20:30:28.722075804 +0000 UTC m=+30660.704512090,1661286628,0.015232558,0.008588435,0.006666667,0.004411458,0.003564103,0.003,0.004,0.004777778,0.0034,0.06875,0.0034,0.008246753,0.2125,0.00473913
2022-08-23 20:31:29.055072625 +0000 UTC m=+30721.037508929,1661286689,0.015689655,0.007939815,0.005,0.004142857,0.003527778,0.003,0.0035,0.003823529,0.0035,0.058333333,0.005833333,0.008125,0.19375,0.004292308
2022-08-23 20:32:29.082752749 +0000 UTC m=+30781.065189024,1661286749,0.015357143,0.007019231,0.006,0.004451977,0.003426667,0.004,0.004,0.004222222,0.0075,0.00375,0.007,0.008357143,0.23125,0.004612903
2022-08-23 20:33:28.921662204 +0000 UTC m=+30840.904098517,1661286808,0.015357143,0.007478992,0.003727273,0.004174603,0.0036,0.003,0.0034,0.004052632,0.003666667,0.0075,0.004428571,0.008150685,0.19,0.005381356
2022-08-23 20:34:29.011644971 +0000 UTC m=+30900.994081276,1661286869,0.016486486,0.008943089,0.00625,0.004550633,0.003666667,0.003,0.0035,0.005357143,0.003,0.0046,0.007142857,0.008373016,0.2125,0.006623377
2022-08-23 20:35:29.180448437 +0000 UTC m=+30961.162884713,1661286929,0.015227273,0.01140625,0.003666667,0.004242236,0.003545455,0.00325,0.003571429,0.004333333,0.0034,0.0175,0.004090909,0.008030303,0.2,0.00421875
2022-08-23 20:36:28.994620949 +0000 UTC m=+31020.977057224,1661286988,0.013173077,0.007413793,0.003857143,0.003909535,0.003288889,0.003,0.0042,0.003275862,0.003727273,0.004272727,0.004,0.007865854,0.1375,0.004264706
2022-08-23 20:37:28.737638254 +0000 UTC m=+31080.720074538,1661287048,0.013387097,0.006488095,0.0075,0.004078014,0.003225,0.003,0.004,0.004411765,0.005,0.0175,0.0034,0.007921687,0.175,0.00442029
2022-08-23 20:38:28.896786648 +0000 UTC m=+31140.879222951,1661287108,0.015357143,0.020714286,0.0059375,0.004612698,0.003861538,0.0034,0.005,0.0038,0.004,0.009166667,0.006666667,0.008708333,0.2,0.006268116
2022-08-23 20:39:28.975178108 +0000 UTC m=+31200.957614402,1661287168,0.015284091,0.00756135,0.004375,0.004305825,0.003418605,0.003,0.004333333,0.004888889,0.004076923,0.04375,0.004333333,0.008125,0.175,0.005298507
2022-08-23 20:40:28.925376172 +0000 UTC m=+31260.907812458,1661287228,0.016176471,0.009233871,0.004,0.004758389,0.003438356,0.003,0.003,0.0034,0.005,0.0075,0.0075,0.008107143,0.375,0.005344828
2022-08-23 20:41:29.117762452 +0000 UTC m=+31321.100198727,1661287289,0.014642857,0.008463303,0.004,0.00436612,0.003320988,0.003,0.0034,0.003888889,0.004428571,0.00475,0.003666667,0.008044872,0.225,0.004457143
2022-08-23 20:42:29.077654252 +0000 UTC m=+31381.060090527,1661287349,0.017297297,0.011755319,0.005,0.005359779,0.003818182,0.004333333,0.004333333,0.0039,0.003222222,0.0375,0.004333333,0.009333333,0.23125,0.004166667
2022-08-23 20:43:29.079004214 +0000 UTC m=+31441.061440489,1661287409,0.014852941,0.009222222,0.005,0.00426455,0.003619718,0.004,0.004,0.003818182,0.004,0.005,0.0075,0.008219178,0.175,0.005378788
2022-08-23 20:44:28.984555962 +0000 UTC m=+31500.966992247,1661287468,0.015526316,0.009385246,0.0046,0.004596091,0.003721311,0.003,0.005833333,0.003545455,0.004333333,0.005,0.006428571,0.008306452,0.205,0.006477273
2022-08-23 20:45:29.14326034 +0000 UTC m=+31561.125696654,1661287529,0.015113636,0.009275701,0.004428571,0.003969388,0.003292683,0.003,0.003,0.004333333,0.0035,0.006875,0.0046,0.007848101,0.625,0.004857143
2022-08-23 20:46:28.886042803 +0000 UTC m=+31620.868479104,1661287588,0.013846154,0.008455285,0.006666667,0.00389697,0.003208955,0.005,0.005,0.004555556,0.005,0.0034,0.006666667,0.007807692,0.1,0.004592593
2022-08-23 20:47:28.802929151 +0000 UTC m=+31680.785365427,1661287648,0.014017857,0.00870438,0.0075,0.004366947,0.003383562,0.003,0.003,0.003947368,0.003666667,0.065625,0.005,0.00790625,0.1,0.004323529
2022-08-23 20:48:28.785643569 +0000 UTC m=+31740.768079846,1661287708,0.014318182,0.00953125,0.0075,0.004364162,0.003590164,0.003,0.004,0.0037,0.0034,0.0375,0.00625,0.008571429,0.175,0.006118421
2022-08-23 20:49:28.826344785 +0000 UTC m=+31800.808781071,1661287768,0.015625,0.007821101,0.0075,0.00424507,0.003225,0.005,0.005,0.004333333,0.005,0.0375,0.0075,0.007678571,0.175,0.006054688
2022-08-23 20:50:28.876302116 +0000 UTC m=+31860.858738391,1661287828,0.013145161,0.007405303,0.0042,0.004002198,0.003592593,0.003,0.004,0.003666667,0.0034,0.003933333,0.00625,0.008005618,0.19,0.004
2022-08-23 20:51:28.814734088 +0000 UTC m=+31920.797170373,1661287888,0.014864865,0.00965812,0.003,0.004131105,0.003540541,0.005,0.0075,0.003857143,0.005,0.005,0.00625,0.008522727,0.22,0.004013333
2022-08-23 20:52:28.932409846 +0000 UTC m=+31980.914846121,1661287948,0.013046875,0.036637931,0.004142857,0.00440634,0.003533333,0.004333333,0.004333333,0.003571429,0.003857143,0.005,0.005,0.008321429,0.175,0.005327869
2022-08-23 20:53:29.107177142 +0000 UTC m=+32041.089613417,1661288009,0.01423913,0.009935897,0.005625,0.004104712,0.003578947,0.003,0.003,0.0041,0.003,0.003833333,0.00625,0.007954545,0.2,0.004647059
2022-08-23 20:54:28.93185648 +0000 UTC m=+32100.914292777,1661288068,0.015961538,0.007975207,0.005,0.00425,0.003578947,0.003,0.004,0.004857143,0.004,0.004076923,0.005714286,0.008214286,0.1375,0.005514706
2022-08-23 20:55:29.170446546 +0000 UTC m=+32161.152882821,1661288129,0.016153846,0.008738938,0.006666667,0.004192308,0.003328767,0.003,0.003,0.004368421,0.003,0.0375,0.004142857,0.007884615,0.375,0.004762712
2022-08-23 20:56:29.026518244 +0000 UTC m=+32221.008954524,1661288189,0.015921053,0.008032787,0.003421053,0.004389049,0.003289157,0.003666667,0.003666667,0.004,0.003461538,0.003818182,0.006,0.007922078,0.15625,0.004138889
2022-08-23 20:57:29.12333633 +0000 UTC m=+32281.105772605,1661288249,0.013040541,0.008412698,0.003666667,0.004091811,0.00337037,0.003,0.003,0.003538462,0.003,0.0875,0.003,0.007865854,0.25,0.004052632
2022-08-23 20:58:29.089450737 +0000 UTC m=+32341.071887052,1661288309,0.016153846,0.009264706,0.003666667,0.004313783,0.003432432,0.003,0.005,0.005,0.003,0.1375,0.003666667,0.008020833,0.375,0.005955882
2022-08-23 20:59:28.856975726 +0000 UTC m=+32400.839412035,1661288368,0.013648649,0.007952756,0.003666667,0.003895238,0.00317284,0.005,0.005,0.003275862,0.003285714,0.0175,0.0045,0.007794118,0.225,0.005892857
2022-08-23 21:00:29.190903571 +0000 UTC m=+32461.173339846,1661288429,0.016048387,0.005567227,0.003615385,0.004170732,0.003325581,0.003,0.003,0.004222222,0.005,0.0175,0.003857143,0.008035714,0.175,0.004565217
2022-08-23 21:01:28.811007027 +0000 UTC m=+32520.793443301,1661288488,0.01695122,0.008019231,0.006590909,0.00431694,0.00338961,0.0034,0.0034,0.003857143,0.004,0.046875,0.004428571,0.0079375,0.175,0.00484375
2022-08-23 21:02:28.829362213 +0000 UTC m=+32580.811798488,1661288548,0.012068966,0.032065217,0.0059375,0.003631818,0.003268293,0.0035,0.004333333,0.003434783,0.003857143,0.015,0.006875,0.007852564,0.375,0.005526316
2022-08-23 21:03:29.08174367 +0000 UTC m=+32641.064179956,1661288609,0.01375,0.008413978,0.005,0.003744589,0.003533333,0.003,0.0075,0.003275862,0.004,0.004,0.004,0.007921687,0.375,0.005245098
2022-08-23 21:04:29.00438499 +0000 UTC m=+32700.986821266,1661288669,0.016041667,0.011875,0.0038,0.003823529,0.003493506,0.003,0.0038,0.003615385,0.003333333,0.004818182,0.005,0.007974684,0.2,0.004260274
2022-08-23 21:05:28.941039343 +0000 UTC m=+32760.923475618,1661288728,0.015955882,0.008586957,0.0055,0.004722008,0.003730159,0.0038,0.003,0.004066667,0.0038,0.0046,0.005,0.008461538,0.075,0.005052083
2022-08-23 21:06:29.021442259 +0000 UTC m=+32821.003878544,1661288789,0.0151,0.009469027,,0.004164179,0.003282051,,,0.0035,,,,0.008157895,0.225,0.004457143
2022-08-23 21:07:28.925346486 +0000 UTC m=+32880.907782760,1661288848,0.013851351,0.011111111,0.006666667,0.004034642,0.003615385,0.003666667,0.003666667,0.003551724,0.0042,0.0375,0.00625,0.00808642,0.625,0.005941558
2022-08-23 21:08:29.073874556 +0000 UTC m=+32941.056310830,1661288909,0.016136364,0.008632075,0.003571429,0.00402799,0.003422535,0.003,0.0034,0.004428571,0.004,0.04375,0.00625,0.008026316,0.5,0.005846154
2022-08-23 21:09:28.824115615 +0000 UTC m=+33000.806551891,1661288968,0.016710526,0.0225,0.005,0.004697749,0.003453333,0.003,0.003,0.003823529,0.003222222,0.00875,0.003857143,0.008320313,0.175,0.005188679
2022-08-23 21:10:29.063160699 +0000 UTC m=+33061.045596975,1661289029,0.015304878,0.008634752,0.003857143,0.004317333,0.003666667,0.003,0.005,0.003384615,0.003,0.008333333,0.003,0.008309859,0.091666667,0.004492537
2022-08-23 21:11:28.861968145 +0000 UTC m=+33120.844404421,1661289088,0.012946429,0.0175,0.0035,0.003925714,0.003666667,0.00625,0.0075,0.0042,0.005,0.004714286,0.00625,0.008174603,0.75,0.00384507
2022-08-23 21:12:28.844490798 +0000 UTC m=+33180.826927074,1661289148,0.0175,0.007943262,0.005833333,0.004529745,0.003337079,0.004,0.00625,0.004052632,0.0034,0.003285714,0.00625,0.008233333,0.19375,0.006536145
2022-08-23 21:13:28.791774902 +0000 UTC m=+33240.774211194,1661289208,0.014772727,0.009004854,0.004333333,0.00425,0.003628571,0.003,0.0035,0.003952381,0.003222222,0.01,0.005,0.008320896,0.175,0.00547619
2022-08-23 21:14:28.917580338 +0000 UTC m=+33300.900016613,1661289268,0.0154375,0.009861111,0.0044,0.004689008,0.003710526,0.003,0.003571429,0.004157895,0.004166667,0.008125,0.003714286,0.008365385,0.175,0.00496875
2022-08-23 21:15:28.894350417 +0000 UTC m=+33360.876786691,1661289328,0.015121951,0.009907407,0.006071429,0.004293478,0.003631579,0.003,0.0038,0.004571429,0.005,0.004866667,0.0045,0.008150685,0.291666667,0.004131579
2022-08-23 21:16:28.884103817 +0000 UTC m=+33420.866540105,1661289388,0.012432432,0.00870614,0.0046,0.00404,0.003345679,0.003666667,0.005,0.003631579,0.003285714,0.00425,0.006,0.00796875,0.2125,0.004362319
2022-08-23 21:17:28.918653128 +0000 UTC m=+33480.901089432,1661289448,0.0135625,0.006447368,0.0075,0.003848889,0.003641026,0.005,0.003,0.00375,0.003666667,0.0375,0.003666667,0.007957317,0.34375,0.003891566
2022-08-23 21:18:29.023562425 +0000 UTC m=+33541.005998700,1661289509,0.014852941,0.006831683,0.005,0.00415443,0.003763158,0.003,0.003,0.004130435,0.003,0.0036,0.004,0.008321918,0.175,0.004173333
2022-08-23 21:19:29.012896069 +0000 UTC m=+33600.995332344,1661289569,0.012410714,0.00859375,0.0046,0.004107232,0.003423529,0.003,0.003222222,0.0035,0.003666667,0.005833333,0.004636364,0.007784091,0.19375,0.004037037
2022-08-23 21:20:28.877725616 +0000 UTC m=+33660.860161911,1661289628,0.013461538,0.007217742,0.00375,0.004251948,0.003272727,0.004333333,0.0035,0.003888889,0.003857143,0.005,0.003857143,0.00806962,0.2,0.004178082
2022-08-23 21:21:28.936652922 +0000 UTC m=+33720.919089197,1661289688,0.016428571,0.00763587,0.005714286,0.004043928,0.003507042,0.003,0.0035,0.003538462,0.0035,0.0048,0.004333333,0.008116438,0.175,0.0042
2022-08-23 21:22:28.877458289 +0000 UTC m=+33780.859894600,1661289748,0.01375,0.009558824,0.003285714,0.004301266,0.003540541,0.005,0.003666667,0.003413793,0.003285714,0.01,0.0042,0.008450704,0.175,0.004432432
2022-08-23 21:23:28.813587562 +0000 UTC m=+33840.796023868,1661289808,0.01804878,0.008471074,0.0034,0.004308108,0.003323529,0.003,0.004,0.0046,0.003,0.03125,0.004,0.007943038,0.2125,0.00465625
2022-08-23 21:24:28.916772317 +0000 UTC m=+33900.899208626,1661289868,0.015675676,0.007987013,0.004076923,0.004011364,0.003266667,0.003285714,0.005,0.003363636,0.003909091,0.004294118,0.006111111,0.008076923,0.375,0.004728814
2022-08-23 21:25:28.890325505 +0000 UTC m=+33960.872761789,1661289928,0.014934211,0.008010204,0.006666667,0.004042184,0.003564103,0.003,0.00625,0.003631579,0.005,0.0038,0.00625,0.007993827,0.1375,0.004078947
2022-08-23 21:26:28.912495537 +0000 UTC m=+34020.894931833,1661289988,0.016818182,0.007962963,0.0055,0.004389356,0.0038,0.005,0.005,0.004444444,0.003,0.065,0.005,0.008692308,0.225,0.004454545
2022-08-23 21:27:28.867943786 +0000 UTC m=+34080.850380060,1661290048,0.014207317,0.008549618,0.0038,0.00397201,0.003608696,0.003,0.003,0.0039,0.004,0.025,0.004,0.008423077,0.19375,0.004323944
2022-08-23 21:28:28.876250121 +0000 UTC m=+34140.858686398,1661290108,0.017083333,0.008815789,0.0034,0.004286713,0.003352941,0.003,0.004,0.004,0.0034,0.065,0.0034,0.007729592,0.23125,0.004761194
2022-08-23 21:29:28.927542981 +0000 UTC m=+34200.909979257,1661290168,0.012867647,0.006761905,0.003857143,0.0039447,0.003425,0.0035,0.0035,0.003416667,0.0035,0.004333333,0.003857143,0.007916667,0.2125,0.004391304
2022-08-23 21:30:28.84899305 +0000 UTC m=+34260.831429352,1661290228,0.013541667,0.056335616,0.006944444,0.004202216,0.003416667,0.0035,0.005833333,0.003736842,0.0035,0.006666667,0.003857143,0.008883929,0.2125,0.0044375
2022-08-23 21:31:28.770358836 +0000 UTC m=+34320.752795122,1661290288,0.014285714,0.008092105,0.005555556,0.004065539,0.003488889,0.003,0.004,0.003714286,0.004,0.064583333,0.006071429,0.008010753,0.25,0.004209302
2022-08-23 21:32:29.194387919 +0000 UTC m=+34381.176824194,1661290349,0.016428571,0.009661017,0.004428571,0.004446575,0.003549451,0.003,0.0045,0.004375,0.003333333,0.00875,0.005625,0.008356164,0.25,0.005458333
2022-08-23 21:33:29.054690595 +0000 UTC m=+34441.037126898,1661290409,0.014852941,0.007619048,0.005,0.004231638,0.003623377,0.0038,0.0038,0.0032,0.0038,0.004125,0.006666667,0.007966667,0.15,0.004166667
2022-08-23 21:34:29.006520339 +0000 UTC m=+34500.988956615,1661290469,0.018197674,0.008975694,0.0038,0.004818182,0.003564103,0.003,0.004,0.003833333,0.0034,0.005,0.004,0.008239437,0.175,0.004966102
2022-08-23 21:35:29.227596846 +0000 UTC m=+34561.210033131,1661290529,0.0163,0.008761261,0.0036,0.004197889,0.003341463,0.003666667,0.003,0.0038,0.003666667,0.0375,0.005,0.007875,0.3125,0.004454545
2022-08-23 21:36:29.046379213 +0000 UTC m=+34621.028815489,1661290589,0.015769231,0.008514851,0.0075,0.004405263,0.003192771,0.0075,0.0075,0.003428571,0.006666667,0.075,0.00625,0.008101266,0.34375,0.004243243
2022-08-23 21:37:28.910307182 +0000 UTC m=+34680.892743463,1661290648,0.015357143,0.008485577,0.0046,0.004178771,0.003676471,0.003,0.003666667,0.004142857,0.003285714,0.05,0.0045,0.008198529,0.175,0.004540984
2022-08-23 21:38:29.070269132 +0000 UTC m=+34741.052705407,1661290709,0.016315789,0.008503788,0.003857143,0.004458194,0.004090909,0.003,0.003,0.003315789,0.003285714,0.025,0.005,0.00825,0.25,0.004773585
2022-08-23 21:39:29.023574766 +0000 UTC m=+34801.006011041,1661290769,0.016136364,0.007296748,0.0042,0.003989691,0.003351351,0.003,0.004333333,0.003190476,0.0035,0.003888889,0.004333333,0.008308824,0.19375,0.005227273
2022-08-23 21:40:29.048093777 +0000 UTC m=+34861.030530061,1661290829,0.016730769,0.008681102,0.004555556,0.00467507,0.003583333,0.003,0.0034,0.003666667,0.003666667,0.033333333,0.003363636,0.008289474,0.175,0.004297297
2022-08-23 21:41:28.86840728 +0000 UTC m=+34920.850843555,1661290888,0.015454545,0.012844828,0.007857143,0.004200946,0.003505747,0.003333333,0.003333333,0.003482759,0.003545455,0.046875,0.005625,0.008333333,0.375,0.004594595
2022-08-23 21:42:29.055632852 +0000 UTC m=+34981.038069127,1661290949,0.015955882,0.009724576,0.003,0.004203252,0.003698413,0.003,0.003,0.003416667,0.003,0.003,0.003,0.008198529,0.175,0.004833333
2022-08-23 21:43:28.787708305 +0000 UTC m=+35040.770144581,1661291008,0.017692308,0.008706294,0.005681818,0.004492355,0.003521739,0.003,0.003333333,0.003823529,0.003545455,0.004047619,0.003545455,0.008020833,0.175,0.004411765
2022-08-23 21:44:28.953991825 +0000 UTC m=+35100.936428100,1661291068,0.01275,0.018055556,0.004,0.004054755,0.003745763,0.003,0.0034,0.004176471,0.0034,0.029166667,0.004,0.008333333,0.175,0.004886792
2022-08-23 21:45:28.998549343 +0000 UTC m=+35160.980985618,1661291128,0.012586207,0.008773148,0.003888889,0.003940541,0.003273973,0.003,0.003666667,0.0042,0.0042,0.057142857,0.0038,0.007727273,0.3125,0.004272727
2022-08-23 21:46:28.853831747 +0000 UTC m=+35220.836268032,1661291188,0.009817073,0.007222222,0.00475,0.003755556,0.003632911,0.005,0.004,0.003461538,0.004428571,0.028125,0.004428571,0.008011364,0.125,0.004170732
2022-08-23 21:47:29.049681866 +0000 UTC m=+35281.032118149,1661291249,0.016689189,0.0175,0.003533333,0.004268542,0.003365854,0.0045,0.003,0.003518519,0.003888889,0.004714286,0.006071429,0.007911765,0.1875,0.004647059
2022-08-23 21:48:28.996689563 +0000 UTC m=+35340.979125838,1661291308,0.0143125,0.007453704,0.007708333,0.003786177,0.003666667,0.0038,0.005625,0.003230769,0.005625,0.03125,0.005714286,0.007970588,0.22,0.004113924
2022-08-23 21:49:29.062203239 +0000 UTC m=+35401.044639554,1661291369,0.013529412,0.007399194,0.0055,0.003855721,0.003375,0.003666667,0.003,0.0039,0.003,0.004111111,0.0038,0.007960526,0.16,0.004454545
2022-08-23 21:50:28.939478258 +0000 UTC m=+35460.921914561,1661291428,0.012,0.00896875,0.0038,0.004148248,0.003486486,0.003,0.0035,0.003571429,0.003,0.004428571,0.0035,0.008194444,0.175,0.004211268
2022-08-23 21:51:28.924793707 +0000 UTC m=+35520.907229982,1661291488,0.015178571,0.008369565,0.003666667,0.004068627,0.003435897,0.00625,0.00625,0.003636364,0.004,0.003444444,0.005,0.008051948,0.25,0.00395
2022-08-23 21:52:28.882496268 +0000 UTC m=+35580.864932551,1661291548,0.013636364,0.007878788,0.0175,0.004142857,0.003586667,0.003,0.003,0.003782609,0.003,0.0045,0.0075,0.008266667,0.225,0.004108434
2022-08-23 21:53:28.868142862 +0000 UTC m=+35640.850579137,1661291608,0.014875,0.00828125,0.004,0.004229508,0.003521739,0.003,0.005,0.004692308,0.0042,0.06,0.003666667,0.008461538,0.333333333,0.004896552
2022-08-23 21:54:28.839833968 +0000 UTC m=+35700.822270243,1661291668,0.016838235,0.009458333,0.00425,0.00430659,0.00337037,0.003,0.0035,0.003666667,0.004333333,0.004272727,0.003857143,0.008055556,0.175,0.004612903
2022-08-23 21:55:28.977714562 +0000 UTC m=+35760.960150838,1661291728,0.014736842,0.008714286,0.006875,0.004274725,0.003435897,0.003,0.003,0.0033,0.003,0.058333333,0.003666667,0.008150685,0.175,0.004462687
2022-08-23 21:56:28.932613992 +0000 UTC m=+35820.915050286,1661291788,0.015955882,0.007835821,0.0035,0.004449541,0.003432432,0.004,0.003,0.004666667,0.003,0.0075,0.0034,0.007986111,0.175,0.005
2022-08-23 21:57:28.787005099 +0000 UTC m=+35880.769441375,1661291848,0.015113636,0.008589286,0.0075,0.004310345,0.003533333,0.003,0.003333333,0.004333333,0.003545455,0.02,0.0038,0.008522727,0.25,0.004424658
2022-08-23 21:58:29.201019893 +0000 UTC m=+35941.183456167,1661291909,0.012142857,0.009413265,0.003333333,0.003901345,0.003538462,0.003,0.006666667,0.003833333,0.003666667,0.03125,0.003666667,0.007981928,0.25,0.004194805
2022-08-23 21:59:28.933864338 +0000 UTC m=+36000.916300624,1661291968,0.014946809,0.008715596,0.003923077,0.003892231,0.003676923,0.003,0.004333333,0.003315789,0.003222222,0.004428571,0.005,0.008409091,0.175,0.004246377
2022-08-23 22:00:28.886810314 +0000 UTC m=+36060.869246589,1661292028,0.015,0.007140411,0.003545455,0.004161765,0.003337349,0.003,0.003666667,0.005625,0.003133333,0.01,0.0042,0.007902299,0.1375,0.004063291
2022-08-23 22:01:29.021230699 +0000 UTC m=+36121.003666982,1661292089,0.015284091,0.009158654,0.003777778,0.00397561,0.003506329,0.0032,0.003444444,0.003363636,0.003933333,0.004428571,0.003933333,0.00828125,0.175,0.004108434
2022-08-23 22:02:28.910388937 +0000 UTC m=+36180.892825254,1661292148,0.019069767,0.00847561,0.003,0.004790541,0.003363636,0.003,0.005,0.004538462,0.003,0.003,0.003666667,0.008071429,0.15,0.004964286
2022-08-23 22:03:28.903740381 +0000 UTC m=+36240.886176657,1661292208,0.01387931,0.008916084,0.003666667,0.004036011,0.003352941,0.003,0.003,0.004176471,0.003,0.003666667,0.003285714,0.007847222,0.375,0.004223881
