time,timestamp,checkoutservice_productcatalogservice,checkoutservice_currencyservice,checkoutservice_emailservice,frontend_currencyservice,frontend_recommendationservice,recommendationservice_productcatalogservice,checkoutservice_cartservice,frontend_checkoutservice,frontend_shippingservice,frontend_adservice,frontend_productcatalogservice,checkoutservice_shippingservice,frontend_cartservice,checkoutservice_paymentservice
2022-08-23 20:23:28.68441685 +0000 UTC m=+30240.666853125,1661286208,0.003333333,0.00625,0.003,0.006293103,0.007844828,0.003342105,0.003,0.1375,0.003,0.01525,0.003183865,0.003,0.003017391,0.003
2022-08-23 20:24:28.950808649 +0000 UTC m=+30300.933244924,1661286268,0.003,0.003666667,0.003,0.004878173,0.007861446,0.003358209,0.003,0.25,0.002916667,0.0105,0.003128631,0.003,0.003033613,0.003
2022-08-23 20:25:29.155617676 +0000 UTC m=+30361.138053952,1661286329,0.0034,0.0075,0.003,0.00625,0.007710843,0.003295455,0.003,0.25,0.003083333,0.016875,0.0032309,0.003,0.003017544,0.003
2022-08-23 20:26:28.962615705 +0000 UTC m=+30420.945051981,1661286388,0.003266667,0.005,0.0034,0.004621053,0.007882353,0.003357143,0.003,0.19375,0.003,0.017016129,0.003152284,0.003,0.003034483,0.003
2022-08-23 20:27:28.980443082 +0000 UTC m=+30480.962879357,1661286448,0.003666667,0.0075,0.003,0.004345291,0.007716049,0.003216867,0.003,0.175,0.003,0.013181818,0.003165441,0.003,0.003056604,0.003
2022-08-23 20:28:28.970895088 +0000 UTC m=+30540.953331363,1661286508,0.003,0.004454545,0.003,0.006,0.007848837,0.003478873,0.003,0.175,0.003,0.015535714,0.003148423,0.003,0.003118644,0.003
2022-08-23 20:29:29.161152395 +0000 UTC m=+30601.143588710,1661286569,0.003,0.004454545,0.003,0.00441,0.007901235,0.003243243,0.003285714,0.5,0.003,0.01483871,0.003120482,0.003,0.003016949,0.003
2022-08-23 20:30:28.704366984 +0000 UTC m=+30660.686803269,1661286628,0.003222222,0.0175,0.003,0.004450199,0.007840909,0.003253165,0.003,0.375,0.003,0.0145,0.003169811,0.003,0.003064516,0.003
2022-08-23 20:31:29.032308943 +0000 UTC m=+30721.014745229,1661286689,0.003222222,0.02125,0.003,0.004569231,0.007645349,0.003263158,0.003,0.19375,0.003,0.015806452,0.003172549,0.003,0.003018868,0.003
2022-08-23 20:32:29.061993294 +0000 UTC m=+30781.044429569,1661286749,0.003,0.004818182,0.003,0.004103139,0.00777439,0.003131868,0.003,0.3125,0.003,0.0143125,0.003111111,0.003,0.003,0.003
2022-08-23 20:33:28.907162531 +0000 UTC m=+30840.889598805,1661286808,0.003266667,0.0036,0.003,0.004280788,0.007954545,0.003303797,0.003,0.2,0.003,0.015625,0.00317603,0.003,0.003019048,0.003
2022-08-23 20:34:28.992928859 +0000 UTC m=+30900.975365147,1661286868,0.003333333,0.004,0.003,0.004811881,0.007702703,0.003373333,0.003,0.175,0.003074074,0.015067568,0.003173258,0.003,0.003019417,0.003
2022-08-23 20:35:29.142973086 +0000 UTC m=+30961.125409362,1661286929,0.003105263,0.004166667,0.003,0.006041667,0.007876712,0.003506329,0.003,0.1875,0.0029375,0.015208333,0.003209424,0.003,0.003019608,0.003
2022-08-23 20:36:28.977909874 +0000 UTC m=+31020.960346150,1661286988,0.003133333,0.003666667,0.003,0.003782222,0.007654639,0.003301075,0.003,0.15,0.003054054,0.011442308,0.003211382,0.003,0.003035088,0.003
2022-08-23 20:37:28.722697841 +0000 UTC m=+31080.705134116,1661287048,0.003,0.0036,0.003,0.003927203,0.00764881,0.0034,0.003,0.2125,0.003,0.012142857,0.003230056,0.002714286,0.003092593,0.003
2022-08-23 20:38:28.877448287 +0000 UTC m=+31140.859884574,1661287108,0.003181818,0.01375,0.003,0.015131579,0.008141892,0.003540541,0.003181818,0.1,0.003,0.015142857,0.003277154,0.003,0.003036697,0.003
2022-08-23 20:39:28.95408321 +0000 UTC m=+31200.936519484,1661287168,0.003173913,0.003307692,0.003,0.003781955,0.007765957,0.003295455,0.003,0.25,0.003,0.014642857,0.003144026,0.002894737,0.003,0.003
2022-08-23 20:40:28.909230617 +0000 UTC m=+31260.891666892,1661287228,0.003,0.0045,0.003,0.004988372,0.007713415,0.003432432,0.003,0.175,0.003,0.015328947,0.003209346,0.003,0.003034483,0.003
2022-08-23 20:41:29.101922475 +0000 UTC m=+31321.084358749,1661287289,0.003,0.05,0.003,0.00474359,0.007701149,0.003380952,0.003,0.19,0.003,0.013658537,0.003182125,0.003,0.003035088,0.003
2022-08-23 20:42:29.061496652 +0000 UTC m=+31381.043932926,1661287349,0.003666667,0.041666667,0.003,0.007244898,0.007943038,0.003666667,0.003,0.225,0.003,0.016375,0.003237736,0.003,0.003067227,0.003
2022-08-23 20:43:29.057555388 +0000 UTC m=+31441.039991664,1661287409,0.003285714,0.0045,0.003,0.004903846,0.007943038,0.003272727,0.003,0.2125,0.003,0.014744898,0.003258621,0.003,0.003,0.003
2022-08-23 20:44:28.968602753 +0000 UTC m=+31500.951039028,1661287468,0.003571429,0.075,0.003,0.006634615,0.007922535,0.003373333,0.003,0.175,0.003,0.014714286,0.003163701,0.002777778,0.003095238,0.003
2022-08-23 20:45:29.123409979 +0000 UTC m=+31561.105846255,1661287529,0.003727273,0.01,0.003,0.004759563,0.007701149,0.003485714,0.003,0.175,0.003,0.014821429,0.003204724,0.003,0.003096154,0.003
2022-08-23 20:46:28.86054076 +0000 UTC m=+31620.842977036,1661287588,0.003,0.0034,0.003,0.004654545,0.007605634,0.003253521,0.003,0.1,0.003,0.01375,0.003158859,0.002333333,0.00310101,0.003
2022-08-23 20:47:28.784639173 +0000 UTC m=+31680.767075448,1661287648,0.003,0.003666667,0.003,0.004434783,0.007753165,0.003216216,0.003,0.5,0.003,0.01375,0.003176125,0.003,0.003019231,0.003
2022-08-23 20:48:28.769812206 +0000 UTC m=+31740.752248480,1661287708,0.003,0.005,0.003,0.006293103,0.007821429,0.003173913,0.003,0.2125,0.003,0.014071429,0.003213333,0.003,0.003038095,0.003
2022-08-23 20:49:28.810959675 +0000 UTC m=+31800.793395950,1661287768,0.003,0.0175,0.003,0.004235294,0.007587209,0.003119048,0.003,0.25,0.002928571,0.015,0.003136106,0.003,0.003074766,0.003
2022-08-23 20:50:28.854328079 +0000 UTC m=+31860.836764355,1661287828,0.003,0.004,0.003,0.004142857,0.007853261,0.003529412,0.003,0.175,0.002928571,0.013103448,0.003207436,0.003,0.003033613,0.003
2022-08-23 20:51:28.797748468 +0000 UTC m=+31920.780184743,1661287888,0.003,0.008333333,0.004,0.004969849,0.007865854,0.003227273,0.003142857,0.175,0.003,0.014144737,0.003177083,0.003,0.003016129,0.003
2022-08-23 20:52:28.914406714 +0000 UTC m=+31980.896842989,1661287948,0.003266667,0.004272727,0.003,0.014583333,0.007761628,0.003376471,0.003153846,0.3125,0.002875,0.0105,0.003169492,0.003,0.003017544,0.0034
2022-08-23 20:53:29.084995425 +0000 UTC m=+32041.067431700,1661288009,0.00325,0.003444444,0.003,0.0075,0.007784091,0.003535211,0.003,0.19,0.003,0.013035714,0.003164534,0.003153846,0.003016393,0.003
2022-08-23 20:54:28.912125318 +0000 UTC m=+32100.894561593,1661288068,0.003444444,0.0032,0.003,0.004418182,0.007752809,0.003224719,0.003,0.25,0.003,0.014662162,0.003167235,0.003,0.003017241,0.003
2022-08-23 20:55:29.154006405 +0000 UTC m=+32161.136442679,1661288129,0.0036,0.078571429,0.003,0.004917098,0.007591463,0.003753623,0.00325,0.25,0.003,0.015670732,0.003298507,0.003,0.00309009,0.003
2022-08-23 20:56:29.00655826 +0000 UTC m=+32220.988994568,1661288189,0.003,0.0035,0.003,0.004482143,0.007581522,0.003385542,0.003,0.175,0.003,0.015357143,0.003207254,0.003,0.003035714,0.003
2022-08-23 20:57:29.10326021 +0000 UTC m=+32281.085696486,1661288249,0.003,0.075,0.003,0.004069959,0.007696629,0.003209302,0.003,0.75,0.003,0.011875,0.003207513,0.003,0.003016393,0.003
2022-08-23 20:58:29.068473477 +0000 UTC m=+32341.050909781,1661288309,0.003,0.075,0.003,0.0095,0.007848101,0.003539683,0.003,0.375,0.00292,0.015208333,0.003187633,0.003,0.003,0.003
2022-08-23 20:59:28.838702924 +0000 UTC m=+32400.821139210,1661288368,0.003,0.004636364,0.003,0.004365217,0.007588235,0.003181818,0.003,0.25,0.003,0.013109756,0.003177083,0.003,0.003068376,0.003
2022-08-23 21:00:29.168867596 +0000 UTC m=+32461.151303901,1661288429,0.003,0.003631579,0.003,0.003653199,0.007688172,0.003390244,0.003,0.4375,0.003057143,0.016397059,0.003214405,0.003,0.003015873,0.003
2022-08-23 21:01:28.750925845 +0000 UTC m=+32520.733362127,1661288488,0.003133333,0.004142857,0.003,0.004509259,0.007555556,0.003507042,0.003,0.375,0.003,0.015666667,0.003170132,0.003181818,0.003053097,0.003
2022-08-23 21:02:28.769243618 +0000 UTC m=+32580.751679932,1661288548,0.003363636,0.05,0.003,0.01,0.007672414,0.0033,0.003,0.225,0.003,0.011111111,0.00315608,0.003,0.003052174,0.003
2022-08-23 21:03:29.060472122 +0000 UTC m=+32641.042908424,1661288609,0.003,0.054166667,0.003,0.007307692,0.007827381,0.00330137,0.003,0.175,0.003,0.0139375,0.003171315,0.003,0.003034188,0.003
2022-08-23 21:04:28.984767311 +0000 UTC m=+32700.967203587,1661288668,0.003166667,0.004142857,0.003,0.006982759,0.007823529,0.003215054,0.003,0.19375,0.003,0.015514706,0.003140351,0.003,0.003052632,0.003
2022-08-23 21:05:28.926736543 +0000 UTC m=+32760.909172818,1661288728,0.003181818,0.0042,0.003,0.004707317,0.008071429,0.003324324,0.003,0.175,0.003,0.015357143,0.00318677,0.003,0.003,0.003
2022-08-23 21:06:29.005081861 +0000 UTC m=+32820.987518146,1661288789,0.003,0.005,,0.028125,0.00764881,0.003153846,0.003,,0.003,0.01390625,0.003156788,,0.003033333,0.003
2022-08-23 21:07:28.909475147 +0000 UTC m=+32880.891911451,1661288848,0.0034,0.06875,0.003,0.009038462,0.007833333,0.003195122,0.003,0.25,0.003,0.013947368,0.003164835,0.003,0.00303125,0.003
2022-08-23 21:08:29.053981753 +0000 UTC m=+32941.036418028,1661288909,0.003,0.005,0.003,0.004148718,0.007654321,0.003238095,0.003,0.25,0.003,0.014921875,0.003177449,0.003,0.003018018,0.003
2022-08-23 21:09:28.809110997 +0000 UTC m=+33000.791547283,1661288968,0.003307692,0.005,0.003,0.025,0.007839506,0.003422222,0.003,0.175,0.003,0.015472973,0.003190909,0.003,0.003091743,0.003
2022-08-23 21:10:29.043897867 +0000 UTC m=+33061.026334143,1661289029,0.0035,0.003666667,0.003,0.00443379,0.007738095,0.003204545,0.003,0.25,0.003,0.01505814,0.003147651,0.003,0.003018349,0.003
2022-08-23 21:11:28.846854648 +0000 UTC m=+33120.829290923,1661289088,0.003,0.075,0.003,0.009621212,0.008,0.003527778,0.003,0.2125,0.003,0.012578125,0.003200371,0.003,0.003038835,0.003
2022-08-23 21:12:28.825318142 +0000 UTC m=+33180.807754416,1661289148,0.003,0.004333333,0.003,0.003954357,0.007708333,0.003461538,0.003,0.175,0.003,0.017173913,0.00321544,0.003,0.003017094,0.003
2022-08-23 21:13:28.776324168 +0000 UTC m=+33240.758760444,1661289208,0.003307692,0.066666667,0.003,0.004964126,0.007875,0.00326506,0.003,0.225,0.003,0.013515625,0.003192857,0.003,0.003102564,0.003
2022-08-23 21:14:28.898404566 +0000 UTC m=+33300.880840879,1661289268,0.003181818,0.004375,0.003,0.005357143,0.00810241,0.003258824,0.003105263,0.1875,0.003,0.015113636,0.003141892,0.003,0.003159292,0.003
2022-08-23 21:15:28.874409337 +0000 UTC m=+33360.856845612,1661289328,0.003086957,0.00475,0.003,0.0048,0.007906977,0.00345,0.003,0.23125,0.003,0.014943182,0.003203098,0.003,0.00301626,0.003
2022-08-23 21:16:28.866360635 +0000 UTC m=+33420.848796911,1661289388,0.003,0.004636364,0.003,0.004979695,0.007861446,0.003183908,0.003,0.15,0.003,0.0115,0.003108291,0.003,0.003,0.003
2022-08-23 21:17:28.899598174 +0000 UTC m=+33480.882034449,1661289448,0.004,0.004833333,0.005,0.003970149,0.008029412,0.003341463,0.003,0.375,0.003,0.013445946,0.003161972,0.003,0.003016129,0.003
2022-08-23 21:18:29.004388257 +0000 UTC m=+33540.986824565,1661289509,0.003,0.003909091,0.003,0.004274419,0.008125,0.003385542,0.003,0.2125,0.003,0.014318182,0.003205934,0.003,0.003,0.003
2022-08-23 21:19:28.996981231 +0000 UTC m=+33600.979417507,1661289568,0.003,0.003,0.003,0.004663265,0.007549505,0.003206186,0.003,0.25,0.002947368,0.01225,0.003234711,0.002882353,0.003,0.003
2022-08-23 21:20:28.860805449 +0000 UTC m=+33660.843241723,1661289628,0.003,0.004454545,0.003,0.004457143,0.007688172,0.00312766,0.003,0.1375,0.003,0.011764706,0.003120521,0.003,0.003,0.003
2022-08-23 21:21:28.919999956 +0000 UTC m=+33720.902436231,1661289688,0.003266667,0.003,0.003,0.00498895,0.007617647,0.003222222,0.003,0.175,0.002931034,0.015723684,0.003094737,0.002818182,0.003,0.003
2022-08-23 21:22:28.855246525 +0000 UTC m=+33780.837682817,1661289748,0.003,0.003857143,0.003,0.004929648,0.008012821,0.00375,0.003,0.175,0.003,0.012291667,0.003233276,0.003,0.003016949,0.003
2022-08-23 21:23:28.796948481 +0000 UTC m=+33840.779384756,1661289808,0.0035,0.03125,0.003,0.01,0.007633333,0.003529412,0.003,0.3125,0.003,0.017682927,0.00326694,0.003,0.003037037,0.003
2022-08-23 21:24:28.898862966 +0000 UTC m=+33900.881299241,1661289868,0.003105263,0.05,0.003,0.004411765,0.007623457,0.003385542,0.003,0.22,0.00292,0.015192308,0.003232394,0.002866667,0.003,0.003
2022-08-23 21:25:28.870947614 +0000 UTC m=+33960.853383889,1661289928,0.003,0.004166667,0.003,0.004140426,0.007808989,0.003481013,0.003222222,0.1375,0.003,0.015294118,0.003240283,0.003,0.003,0.003
2022-08-23 21:26:28.895325819 +0000 UTC m=+34020.877762098,1661289988,0.003,0.0045,0.003,0.004305164,0.008074324,0.003191781,0.003,0.375,0.003,0.014602273,0.0031375,0.0026,0.003018182,0.003
2022-08-23 21:27:28.850415609 +0000 UTC m=+34080.832851884,1661290048,0.003333333,0.004571429,0.003,0.004719298,0.007743902,0.003373333,0.003,0.3125,0.003,0.012916667,0.003226923,0.003,0.003016807,0.003
2022-08-23 21:28:28.857848034 +0000 UTC m=+34140.840284324,1661290108,0.003,0.05,0.003,0.00432093,0.007747253,0.003282051,0.003285714,0.2125,0.003,0.014390244,0.003205882,0.003,0.003034188,0.003
2022-08-23 21:29:28.905398363 +0000 UTC m=+34200.887834639,1661290168,0.00325,0.003833333,0.003,0.00461435,0.007886905,0.003453333,0.003,0.225,0.003,0.015,0.003202206,0.002777778,0.00313913,0.003
2022-08-23 21:30:28.830614757 +0000 UTC m=+34260.813051041,1661290228,0.0032,0.004846154,0.003,0.019,0.007824675,0.003208333,0.003,0.175,0.002952381,0.015472973,0.003220155,0.002333333,0.00304,0.003
2022-08-23 21:31:28.75233753 +0000 UTC m=+34320.734773836,1661290288,0.003153846,0.03125,0.003,0.004144144,0.0078,0.003409639,0.003222222,0.25,0.003,0.012045455,0.003179002,0.003,0.003059259,0.003
2022-08-23 21:32:29.165028253 +0000 UTC m=+34381.147464568,1661290349,0.003181818,0.0046,0.003,0.004318182,0.007929293,0.003329412,0.003,0.23125,0.003,0.014934211,0.003160136,0.003,0.003046512,0.003
2022-08-23 21:33:29.034251096 +0000 UTC m=+34441.016687371,1661290409,0.003,0.004,0.003,0.004236515,0.007936047,0.00337037,0.003,0.23125,0.003,0.016730769,0.003216312,0.003,0.003,0.003
2022-08-23 21:34:28.992201948 +0000 UTC m=+34500.974638223,1661290468,0.003,0.0625,0.003,0.004587629,0.007777778,0.003351351,0.003,0.175,0.003083333,0.017083333,0.00317495,0.003,0.00301626,0.003
2022-08-23 21:35:29.208106335 +0000 UTC m=+34561.190542611,1661290529,0.003,0.005,0.003,0.005535714,0.007580645,0.003126316,0.003222222,0.333333333,0.002851852,0.0131875,0.003142626,0.003,0.003035714,0.003
2022-08-23 21:36:29.026221062 +0000 UTC m=+34621.008657338,1661290589,0.003,0.003285714,0.003,0.003874459,0.007645349,0.003314286,0.003,0.5,0.003,0.016486486,0.003180672,0.003,0.003074074,0.003
2022-08-23 21:37:28.895069104 +0000 UTC m=+34680.877505379,1661290648,0.0032,0.004333333,0.003,0.004608696,0.008204225,0.003477612,0.003,0.2,0.003,0.014468085,0.003233546,0.003,0.003054545,0.003
2022-08-23 21:38:29.052796839 +0000 UTC m=+34741.035233135,1661290709,0.003,0.005,0.003,0.009230769,0.008219697,0.00338961,0.003,0.25,0.003,0.01375,0.003220994,0.002714286,0.003226804,0.003
2022-08-23 21:39:29.006082594 +0000 UTC m=+34800.988518906,1661290769,0.003,0.004,0.003,0.004344681,0.007652439,0.003084211,0.003181818,0.15625,0.003,0.015526316,0.003189189,0.003,0.003057692,0.003
2022-08-23 21:40:29.0295225 +0000 UTC m=+34861.011958782,1661290829,0.003266667,0.005,0.003,0.004609302,0.007801205,0.00325,0.003,0.25,0.003,0.013541667,0.0032397,0.003,0.003053571,0.003
2022-08-23 21:41:28.852809995 +0000 UTC m=+34920.835246270,1661290888,0.003285714,0.054166667,0.003,0.004853659,0.007752525,0.003337079,0.003,0.19375,0.0029375,0.010241935,0.003191248,0.003153846,0.003015038,0.003
2022-08-23 21:42:29.03691368 +0000 UTC m=+34981.019349957,1661290949,0.003,0.004,0.003,0.007666667,0.00775974,0.003151899,0.003,0.075,0.003,0.015294118,0.003169884,0.003,0.003,0.003
2022-08-23 21:43:28.771383596 +0000 UTC m=+35040.753819871,1661291008,0.0032,0.0175,0.003,0.004555556,0.00771875,0.003315789,0.003,0.205,0.003,0.018035714,0.003135531,0.002846154,0.003034783,0.003
2022-08-23 21:44:28.93701737 +0000 UTC m=+35100.919453646,1661291068,0.003142857,0.005,0.003,0.0065,0.007852113,0.00338806,0.003,0.25,0.003,0.012426471,0.003176591,0.003,0.003019048,0.003
2022-08-23 21:45:28.972331049 +0000 UTC m=+35160.954767331,1661291128,0.003142857,0.05,0.003,0.0060625,0.007660256,0.00316092,0.003,0.375,0.003,0.013214286,0.003160279,0.003,0.003076923,0.003
2022-08-23 21:46:28.837171902 +0000 UTC m=+35220.819608177,1661291188,0.003545455,0.003266667,0.003,0.004068182,0.007954545,0.003608696,0.003,0.175,0.003,0.009659091,0.003221374,0.003,0.003,0.003
2022-08-23 21:47:29.027589917 +0000 UTC m=+35281.010026191,1661291249,0.003190476,0.004846154,0.003,0.0215625,0.007694444,0.003333333,0.003,0.205,0.003,0.015785714,0.003176935,0.003,0.003017094,0.0034
2022-08-23 21:48:28.98010492 +0000 UTC m=+35340.962541223,1661291308,0.003571429,0.01,0.003,0.004439252,0.007873563,0.003724638,0.00325,0.291666667,0.003074074,0.013243243,0.003280443,0.002846154,0.003104348,0.003
2022-08-23 21:49:29.040997853 +0000 UTC m=+35401.023434132,1661291369,0.003,0.0038,0.003,0.004248945,0.007668539,0.003258824,0.003,0.2,0.003,0.012272727,0.003157989,0.003,0.003,0.003
2022-08-23 21:50:28.919719514 +0000 UTC m=+35460.902155788,1661291428,0.003222222,0.00325,0.003,0.004519608,0.007804878,0.0031875,0.003,0.19375,0.0030625,0.012727273,0.003135048,0.0026,0.003,0.003
2022-08-23 21:51:28.908199217 +0000 UTC m=+35520.890635493,1661291488,0.003,0.004777778,0.003,0.004378378,0.007827381,0.003329114,0.003,0.175,0.003,0.014662162,0.003142096,0.003,0.003,0.003
2022-08-23 21:52:28.863208269 +0000 UTC m=+35580.845644544,1661291548,0.005,0.005,0.003,0.004728507,0.007921687,0.003535211,0.003,0.175,0.003,0.013046875,0.003273603,0.003,0.003048387,0.003
2022-08-23 21:53:28.851765908 +0000 UTC m=+35640.834202184,1661291608,0.003,0.066666667,0.003,0.004526786,0.008020833,0.003486486,0.003,0.25,0.003,0.0150625,0.003225865,0.003,0.003035398,0.003
2022-08-23 21:54:28.820460899 +0000 UTC m=+35700.802897173,1661291668,0.003,0.003571429,0.003,0.004939086,0.007823529,0.00317284,0.003,0.2125,0.002923077,0.015735294,0.003164486,0.002777778,0.003074074,0.003
2022-08-23 21:55:28.959669456 +0000 UTC m=+35760.942105741,1661291728,0.003285714,0.003857143,0.003,0.004198198,0.007794118,0.003455696,0.003,0.25,0.003,0.01375,0.003197183,0.003,0.003035088,0.003
2022-08-23 21:56:28.913811076 +0000 UTC m=+35820.896247351,1661291788,0.003,0.003857143,0.003,0.00431,0.007710843,0.003416667,0.003,0.2125,0.002916667,0.01375,0.003177778,0.002714286,0.00308,0.003
2022-08-23 21:57:28.771081346 +0000 UTC m=+35880.753517620,1661291848,0.003666667,0.004833333,0.003,0.0044,0.00796875,0.003447059,0.003,0.225,0.003,0.014615385,0.003180937,0.003,0.00301626,0.003
2022-08-23 21:58:29.179670094 +0000 UTC m=+35941.162106369,1661291909,0.003,0.01,0.003,0.006774194,0.007981928,0.003333333,0.003,0.25,0.002935484,0.010803571,0.00318738,0.003,0.003033613,0.003
2022-08-23 21:59:28.915557622 +0000 UTC m=+36000.897993897,1661291968,0.0033,0.0042,0.003,0.004935135,0.0079,0.00325,0.003,0.225,0.003,0.014166667,0.003182815,0.003,0.003017699,0.003
2022-08-23 22:00:28.869303238 +0000 UTC m=+36060.851739512,1661292028,0.003,0.004555556,0.003,0.004112108,0.007664835,0.0033,0.003,0.175,0.003,0.015,0.003197026,0.003,0.003017241,0.003
2022-08-23 22:01:28.996906657 +0000 UTC m=+36120.979342945,1661292088,0.003,0.00347619,0.003,0.005185185,0.007780899,0.003265306,0.003,0.095,0.003,0.013355263,0.003165391,0.002904762,0.003015873,0.003
2022-08-23 22:02:28.888626309 +0000 UTC m=+36180.871062585,1661292148,0.003,0.0032,0.003,0.004488584,0.007671233,0.003309859,0.003,0.175,0.003095238,0.018666667,0.003144,0.003,0.003076923,0.003
2022-08-23 22:03:28.889032699 +0000 UTC m=+36240.871468975,1661292208,0.0035,0.01375,0.003,0.00487619,0.007666667,0.003228571,0.003,0.083333333,0.002925926,0.013482143,0.003171306,0.003,0.003057143,0.003
2022-08-23 22:04:28.805882703 +0000 UTC m=+36300.788319009,1661292268,0.003285714,0.003727273,0.003,0.005725806,0.007777778,0.003207792,0.003,0.3125,0.002931034,0.01,0.003116505,0.0026,0.003017544,0.003
2022-08-23 22:05:29.085625829 +0000 UTC m=+36361.068062104,1661292329,0.0032,0.0042,0.003,0.004988764,0.008109756,0.00335443,0.003,0.19,0.003,0.014285714,0.003176577,0.003,0.003,0.003
2022-08-23 22:06:29.037887534 +0000 UTC m=+36421.020323809,1661292389,0.003,0.0175,0.003,0.024285714,0.007884615,0.00325,0.003,0.125,0.003086957,0.014583333,0.003220077,0.002777778,0.003,0.003
2022-08-23 22:07:28.823341425 +0000 UTC m=+36480.805777700,1661292448,0.003,0.0038,0.003,0.004235849,0.007647059,0.003648649,0.003,0.25,0.003,0.011,0.003279152,0.002714286,0.003133333,0.003
2022-08-23 22:08:29.094339083 +0000 UTC m=+36541.076775358,1661292509,0.0035,0.0035,0.003,0.004767442,0.008390411,0.003630137,0.003,0.175,0.003,0.014875,0.003282528,0.003,0.003035714,0.003
2022-08-23 22:09:28.943346767 +0000 UTC m=+36600.925783043,1661292568,0.003,0.004,0.003,0.004271255,0.007717391,0.003351351,0.003,0.3125,0.003,0.013,0.003151751,0.003,0.003043011,0.003
2022-08-23 22:10:28.829565705 +0000 UTC m=+36660.812002007,1661292628,0.003133333,0.00875,0.003,0.004412281,0.007631579,0.003177215,0.0034,0.25,0.003,0.016041667,0.003153242,0.003,0.003,0.003
2022-08-23 22:11:29.012531856 +0000 UTC m=+36720.994968132,1661292689,0.003,0.06875,0.003,0.004293103,0.007808642,0.003555556,0.003,0.3125,0.003,0.01375,0.003227941,0.003,0.003056075,0.003
2022-08-23 22:12:29.14327013 +0000 UTC m=+36781.125706405,1661292749,0.003,0.058333333,0.003,0.003935065,0.00768617,0.003117647,0.003,0.2,0.003,0.0161875,0.003151013,0.003,0.003070796,0.003
2022-08-23 22:13:28.923271588 +0000 UTC m=+36840.905707864,1661292808,0.003375,0.004294118,0.003,0.004424658,0.007744565,0.003183908,0.003,0.2,0.003,0.017291667,0.003135823,0.003,0.003067797,0.003
2022-08-23 22:14:29.117018055 +0000 UTC m=+36901.099454339,1661292869,0.003,0.0075,0.003,0.004737089,0.007805556,0.003225,0.003,0.333333333,0.003133333,0.016486486,0.003139286,0.002714286,0.003,0.003
2022-08-23 22:15:28.91638305 +0000 UTC m=+36960.898819324,1661292928,0.005,0.06,0.003,0.00445098,0.00787037,0.003439024,0.003,0.3125,0.003,0.0125,0.003179661,0.0026,0.003036364,0.003
2022-08-23 22:16:28.915653941 +0000 UTC m=+37020.898090216,1661292988,0.0034,0.075,0.003,0.004846995,0.007865854,0.003375,0.003,0.175,0.003,0.019489796,0.00322575,0.003,0.003053571,
2022-08-23 22:17:28.871145829 +0000 UTC m=+37080.853582104,1661293048,0.003571429,0.0045,0.003,0.004491228,0.00775,0.003666667,0.003,0.2,0.003,0.013035714,0.003333925,0.002714286,0.003037383,0.003
2022-08-23 22:18:29.051629061 +0000 UTC m=+37141.034065352,1661293109,0.003,0.004,0.003,0.004797101,0.007839506,0.003292683,0.003,0.175,0.003,0.012867647,0.003133803,0.003,0.003034483,0.003
2022-08-23 22:19:29.093443031 +0000 UTC m=+37201.075879306,1661293169,0.003181818,0.0175,0.003,0.009051724,0.007616279,0.003302326,0.003,0.25,0.003,0.0116875,0.003194305,0.003,0.003,0.003
2022-08-23 22:20:28.904023514 +0000 UTC m=+37260.886459790,1661293228,0.004,0.06875,0.003,0.027822581,0.007564103,0.003181818,0.003,0.625,0.003,0.012,0.003131148,0.003,0.003057143,0.003
2022-08-23 22:21:29.121700264 +0000 UTC m=+37321.104136540,1661293289,0.003,0.07,0.003,0.006203704,0.0079375,0.0035,0.003,0.75,0.003,0.014431818,0.003237219,0.003,0.003035398,0.003
2022-08-23 22:22:28.895799065 +0000 UTC m=+37380.878235341,1661293348,0.00325,0.004666667,0.003,0.00469697,0.007621951,0.003140845,0.0034,0.25,0.003,0.011171875,0.0031174,0.003,0.003116505,0.004
2022-08-23 22:23:28.960846266 +0000 UTC m=+37440.943282541,1661293408,0.003307692,0.004,0.003,0.003933921,0.007853261,0.003320988,0.003,0.2,0.003,0.016,0.003149362,0.003,0.003,0.003
2022-08-23 22:24:28.939693915 +0000 UTC m=+37500.922130216,1661293468,0.003,0.0046,0.003,0.00478,0.007773973,0.003271605,0.003,0.0875,0.003,0.013970588,0.003164179,0.003,0.003039604,0.003
2022-08-23 22:25:28.957117835 +0000 UTC m=+37560.939554120,1661293528,0.003181818,0.00375,0.003,0.004157025,0.007797619,0.003414634,0.003,0.225,0.003,0.01375,0.003201389,0.002818182,0.003051282,0.003
2022-08-23 22:26:28.806311533 +0000 UTC m=+37620.788747809,1661293588,0.005,0.003333333,0.003,0.004392857,0.007794118,0.003233766,0.003,0.175,0.003,0.015121951,0.003168539,0.003,0.00312069,0.003
2022-08-23 22:27:28.884658445 +0000 UTC m=+37680.867094764,1661293648,0.003,0.0034,0.003,0.00403125,0.007727273,0.003214286,0.003,0.175,0.003,0.013970588,0.003087838,0.0026,0.003,0.003
2022-08-23 22:28:29.11156047 +0000 UTC m=+37741.093996745,1661293709,0.003111111,0.004636364,0.003,0.004309735,0.007974684,0.003342105,0.003,0.15,0.003153846,0.013833333,0.003240918,0.003,0.003018868,0.003
