time,timestamp,frontend_currencyservice,frontend_shippingservice,frontend_checkoutservice,frontend_adservice,checkoutservice_productcatalogservice,frontend_cartservice,checkoutservice_emailservice,frontend_productcatalogservice,checkoutservice_cartservice,recommendationservice_productcatalogservice,frontend_recommendationservice,checkoutservice_currencyservice,checkoutservice_shippingservice,checkoutservice_paymentservice
2022-08-22 05:56:20.377183307 +0000 UTC m=+7500.883137305,1661147780,0.004705882,0.00308,0.75,0.014821429,0.009,0.003137255,0.003,0.00547486,0.003,0.009196429,0.012565789,0.004,0.003,0.003
2022-08-22 05:57:20.079304862 +0000 UTC m=+7560.585258867,1661147840,0.004550802,0.003,0.3125,0.009785714,0.005833333,0.00310101,0.003,0.005678191,0.003,0.00722973,0.011097561,0.004,0.003,0.003
2022-08-22 05:58:20.10615337 +0000 UTC m=+7620.612107350,1661147900,0.006774194,0.0029375,0.2,0.01375,0.006785714,0.003033898,0.003,0.00552974,0.003,0.00804878,0.014386792,0.005,0.003,0.003
2022-08-22 05:59:19.960700955 +0000 UTC m=+7680.466654945,1661147959,0.004797235,0.003,0.25,0.012142857,0.006818182,0.003054545,0.003,0.005775547,0.003,0.007378049,0.011989796,0.01375,0.002714286,0.003
2022-08-22 06:00:20.314643695 +0000 UTC m=+7740.820597677,1661148020,0.004298246,0.003,0.19375,0.014875,0.005,0.00304878,0.003,0.006141869,0.003,0.008,0.01387931,0.01375,0.003,0.003
2022-08-22 06:01:20.027248553 +0000 UTC m=+7800.533202534,1661148080,0.004353982,0.003,0.333333333,0.015909091,0.0075,0.003038095,0.003,0.005570652,0.003,0.007983871,0.012432432,0.004142857,0.002714286,0.003
2022-08-22 06:02:20.085110884 +0000 UTC m=+7860.591064865,1661148140,0.004351852,0.00308,0.3125,0.015859375,0.005,0.003074074,0.003,0.005911458,0.003,0.008671875,0.013833333,0.004157895,0.003,0.075
2022-08-22 06:03:20.03459677 +0000 UTC m=+7920.540550751,1661148200,0.005875,0.003,0.5,0.0135,0.0035,0.003098039,0.003,0.006347737,0.003,0.008467742,0.013579545,0.0375,0.003,0.175
2022-08-22 06:04:20.168283096 +0000 UTC m=+7980.674237077,1661148260,0.004840426,0.003076923,0.225,0.014390244,0.0053125,0.003016949,0.003,0.005299587,0.003,0.007285714,0.011046512,0.0046,0.003,0.0375
2022-08-22 06:05:19.975405486 +0000 UTC m=+8040.481359466,1661148319,0.004512195,0.002925926,0.15,0.012291667,0.008571429,0.003052632,0.003,0.006729911,0.003,0.008676471,0.01203125,0.003444444,0.003,0.004
2022-08-22 06:06:20.193131911 +0000 UTC m=+8100.699085909,1661148380,0.003947368,0.003071429,0.175,0.014852941,0.005,0.003,0.003,0.004801282,0.003,0.006928571,0.009739583,0.004333333,0.003,0.004
2022-08-22 06:07:20.009659327 +0000 UTC m=+8160.515613325,1661148440,0.004576037,0.003,0.333333333,0.014928571,0.006111111,0.003052632,0.003,0.005068493,0.003,0.006796875,0.010914634,0.004428571,0.003,0.003
2022-08-22 06:08:20.264540586 +0000 UTC m=+8220.770494579,1661148500,0.004931034,0.003,0.0875,0.016,0.004714286,0.003074074,0.003,0.005090361,0.003,0.006858974,0.013109756,0.0035,0.003,0.003
2022-08-22 06:09:20.070060552 +0000 UTC m=+8280.576014533,1661148560,0.004453659,0.003071429,0.1375,0.016538462,0.015,0.003033613,0.003,0.006444257,0.003153846,0.008035714,0.011785714,0.025,0.003,0.003
2022-08-22 06:10:20.398034926 +0000 UTC m=+8340.903988906,1661148620,0.003873016,0.003,0.3125,0.014772727,0.005,0.003049587,0.003,0.005304878,0.003,0.005925926,0.094444444,0.0048,0.002714286,0.003
2022-08-22 06:11:20.27841841 +0000 UTC m=+8400.784372390,1661148680,0.003568807,0.003,0.375,0.013958333,0.004333333,0.003045455,0.003,0.006244813,0.003,0.007012195,0.169932432,0.0034,0.003,0.003
2022-08-22 06:12:20.399244518 +0000 UTC m=+8460.905198499,1661148740,0.003611872,0.003117647,0.5,0.014071429,0.003,0.003089888,0.003,0.005478142,0.003,0.006339286,0.165163934,0.0035,0.003,0.003
2022-08-22 06:13:20.082825116 +0000 UTC m=+8520.588779103,1661148800,0.003735043,0.003,0.375,0.0148,0.0065,0.003082474,0.003,0.005631443,0.003,0.006964286,0.16,0.004333333,0.003,0.003
2022-08-22 06:14:20.387347495 +0000 UTC m=+8580.893301475,1661148860,0.004125984,0.003,0.375,0.013857143,0.0084375,0.003016807,0.003,0.005350679,0.003,0.006785714,0.014285714,0.025,0.002866667,0.003
2022-08-22 06:15:20.067272205 +0000 UTC m=+8640.573226185,1661148920,0.004304348,0.003,0.19,0.014655172,0.003333333,0.003,0.003,0.005686047,0.003,0.008203125,0.0142,0.0035,0.002866667,0.003
2022-08-22 06:16:20.094163426 +0000 UTC m=+8700.600117418,1661148980,0.004336245,0.003,0.2125,0.016071429,0.008125,0.003039216,0.003,0.006702899,0.003,0.008333333,0.015277778,0.070833333,0.002777778,0.003
2022-08-22 06:17:20.147987388 +0000 UTC m=+8760.653941375,1661149040,0.004683168,0.003,0.375,0.013,0.00375,0.003051282,0.003,0.005201923,0.003285714,0.007094595,0.013061224,0.066666667,0.003,0.003
2022-08-22 06:18:20.119669531 +0000 UTC m=+8820.625623511,1661149100,0.004468599,0.003,0.3125,0.011776316,0.00625,0.003018692,0.003,0.004947712,0.003,0.007928571,0.013355263,0.01,0.003,0.003
2022-08-22 06:19:20.15973432 +0000 UTC m=+8880.665688301,1661149160,0.004203704,0.003111111,,0.016,0.416666667,0.003,0.003,0.375730994,0.003,0.698275862,0.784090909,0.003444444,0.002714286,0.003
2022-08-22 06:20:20.223285727 +0000 UTC m=+8940.729239707,1661149220,0.003673267,0.003,1.75,0.0165625,,0.003,0.003,0.465909091,0.003,1.0375,1.15625,0.0046,0.003,0.003
2022-08-22 06:21:19.990025173 +0000 UTC m=+9000.495979154,1661149279,0.003692913,0.003,1.75,0.017875,0.5,0.003,0.003,0.395949721,0.003,0.75,0.861111111,0.003,0.003,0.003
2022-08-22 06:22:19.966252358 +0000 UTC m=+9060.472206338,1661149339,0.005277778,0.003,,0.0165625,0.75,0.003,,0.864864865,,4.464285714,5.454545455,,,
2022-08-22 06:23:20.288232581 +0000 UTC m=+9120.794186570,1661149400,0.004763314,0.003,0.4375,0.0158125,0.005,0.003038462,0.003,0.004807018,0.003,0.007051282,0.011071429,0.06875,0.003,0.003
2022-08-22 06:24:20.344764885 +0000 UTC m=+9180.850718866,1661149460,0.004647668,0.003,0.15,0.016730769,0.005625,0.003072727,0.003,0.007318008,0.003,0.011928571,0.017361111,0.004333333,0.002818182,0.003
2022-08-22 06:25:20.131638706 +0000 UTC m=+9240.637592687,1661149520,0.004270492,0.003074074,0.175,0.013428571,0.004666667,0.00301626,0.003,0.004742947,0.003,0.006931818,0.0115,0.003125,0.003285714,0.003
2022-08-22 06:26:20.28949912 +0000 UTC m=+9300.795453101,1661149580,0.004951691,0.002928571,0.2125,0.014191176,0.004555556,0.003016129,0.003,0.004905882,0.003,0.00725,0.012119565,0.069444444,0.003,0.003
2022-08-22 06:27:20.379624783 +0000 UTC m=+9360.885578764,1661149640,0.004738318,0.003,0.25,0.01375,0.005416667,0.003082645,0.003,0.004527378,0.003,0.005892857,0.01244186,0.0375,0.003,0.003
2022-08-22 06:28:20.428850452 +0000 UTC m=+9420.934804432,1661149700,0.003655172,,0.023125,0.019642857,0.00625,0.003083333,0.003,0.006035714,0.003,0.0065,0.0109375,0.003,0.003,0.003
2022-08-22 06:29:20.031039984 +0000 UTC m=+9480.536993992,1661149760,0.004066667,,0.058333333,0.01525,0.005,0.003125,0.003,0.005849057,0.003,0.006730769,0.011666667,0.003,0.003,0.003
2022-08-22 06:30:20.329583799 +0000 UTC m=+9540.835537780,1661149820,0.00360177,,0.375,0.01375,,0.003074074,0.003,0.0059,0.003,0.008125,0.017058824,0.003,0.003,0.003
2022-08-22 06:31:20.175829665 +0000 UTC m=+9600.681783647,1661149880,0.004216931,0.003,0.291666667,0.0175,0.004714286,0.003018868,0.003,0.00621124,0.003,0.008295455,0.01345,0.00325,0.003222222,0.003
2022-08-22 06:32:19.985422129 +0000 UTC m=+9660.491376108,1661149939,0.013157895,0.002826087,0.25,0.014468085,0.006428571,0.003051724,0.003,0.005989362,0.003,0.008928571,0.013510638,0.025,0.002333333,0.003
2022-08-22 06:33:20.239450822 +0000 UTC m=+9720.745404802,1661150000,0.0071875,0.003,0.1,0.015714286,0.01,0.003054545,0.003,0.004924138,0.003222222,0.00725,0.0133,0.00875,0.003,0.003
2022-08-22 06:34:20.077116732 +0000 UTC m=+9780.583070735,1661150060,0.004836538,0.003,0.175,0.013243243,0.0065,0.00304918,0.003,0.005181818,0.003153846,0.006796875,0.00995098,0.0175,0.003222222,0.003
2022-08-22 06:35:19.970603324 +0000 UTC m=+9840.476557304,1661150119,0.00456,0.003,0.175,0.013308824,0.005,0.003075472,0.003,0.004590909,0.003,0.006534091,0.008990385,0.003,0.003,0.003
2022-08-22 06:36:20.142040072 +0000 UTC m=+9900.647994052,1661150180,0.004590909,0.003,0.5,0.014791667,0.03125,0.003037383,0.003,0.052464789,0.003,0.371428571,0.376760563,0.004571429,0.002818182,0.003
2022-08-22 06:37:20.249029838 +0000 UTC m=+9960.754983819,1661150240,0.004348066,0.003,0.225,0.01362069,0.075,0.003055556,0.003,0.060146444,0.003,0.358173077,0.3671875,0.003923077,0.003,0.003
2022-08-22 06:38:20.309977173 +0000 UTC m=+10020.815931153,1661150300,0.003765957,0.003,0.3125,0.014553571,0.075,0.003021978,0.003,0.024722222,0.003,0.340277778,0.352822581,0.00375,0.002,0.003
2022-08-22 06:39:20.228649007 +0000 UTC m=+10080.734603008,1661150360,0.0043361,0.003,0.19375,0.012333333,0.005,0.003052632,0.003,0.004812317,0.003,0.006858974,0.011304348,0.004714286,0.003,0.003
2022-08-22 06:40:20.326977356 +0000 UTC m=+10140.832931338,1661150420,0.004159292,0.003074074,0.15,0.011818182,0.004,0.003017241,0.003,0.004734628,0.003,0.006707317,0.010608108,0.003714286,0.003,0.003
2022-08-22 06:41:20.313123525 +0000 UTC m=+10200.819077507,1661150480,0.006785714,0.003,0.25,0.012045455,0.0044,0.003074766,0.003,0.0052375,0.003,0.006785714,0.011785714,0.045833333,0.003,0.003
2022-08-22 06:42:20.017955541 +0000 UTC m=+10260.523909548,1661150540,0.004715789,0.003,0.3125,0.015333333,0.0075,0.003018182,0.003,0.005956284,0.003,0.00825,0.014573171,0.004,0.003,0.003
2022-08-22 06:43:20.252283407 +0000 UTC m=+10320.758237388,1661150600,0.006057692,0.003,0.3125,0.016104651,0.00625,0.003018692,0.003,0.006803279,0.003,0.008333333,0.015706522,0.058333333,0.0026,0.003
2022-08-22 06:44:20.099801227 +0000 UTC m=+10380.605755210,1661150660,0.004232653,0.003,0.25,0.015755814,0.0075,0.003035714,0.003,0.006479058,0.003,0.008189655,0.013605769,0.004714286,0.003,0.003
2022-08-22 06:45:20.279757692 +0000 UTC m=+10440.785711672,1661150720,0.004016667,,0.029166667,0.0085,0.00625,0.003071429,0.003,0.004704918,0.003,0.005833333,0.0145,0.005,0.003,0.003
2022-08-22 06:46:20.00216298 +0000 UTC m=+10500.508116973,1661150780,0.003446809,,0.05,0.015625,0.01,0.003,0.003,0.006009615,0.003,0.0065,0.009,0.003,0.003,0.003
2022-08-22 06:47:20.277082301 +0000 UTC m=+10560.783036281,1661150840,0.003419355,0.003,0.04375,0.018863636,0.00875,0.003133333,,0.0060625,0.003,0.008095238,0.014615385,,0.003,0.003
2022-08-22 06:48:19.993390237 +0000 UTC m=+10620.499344217,1661150899,0.004574074,0.003,0.175,0.012571429,0.01375,0.003,0.003,0.005298165,0.003,0.006710526,0.009897959,0.004,0.003,0.003
2022-08-22 06:49:20.161277804 +0000 UTC m=+10680.667231783,1661150960,0.004754545,0.003,0.3125,0.013515625,0.00425,0.0031,0.003,0.004663265,0.003,0.007916667,0.013109756,0.006666667,0.003,0.003
2022-08-22 06:50:20.442456893 +0000 UTC m=+10740.948410874,1661151020,0.004350254,0.003,0.2125,0.015955882,0.0035,0.003036697,0.003,0.005490654,0.003,0.007685185,0.01435,0.0375,0.003,0.003
2022-08-22 06:51:20.281918783 +0000 UTC m=+10800.787872772,1661151080,0.004624413,0.002923077,0.175,0.01222973,0.00625,0.003053097,0.003,0.006207729,0.003,0.008285714,0.011818182,0.00475,0.003,0.003
2022-08-22 06:52:20.25744731 +0000 UTC m=+10860.763401290,1661151140,0.007857143,0.002833333,0.3125,0.016048387,0.005625,0.003054054,0.003,0.005578818,0.003,0.007833333,0.012267442,0.004882353,0.003,0.003
2022-08-22 06:53:20.366874296 +0000 UTC m=+10920.872828279,1661151200,0.004364103,0.003,0.19375,0.015131579,0.005,0.003089888,0.003,0.005460894,0.0034,0.008103448,0.01285,0.055,0.003,0.003
2022-08-22 06:54:20.135020196 +0000 UTC m=+10980.640974210,1661151260,0.004810651,0.003,0.625,0.010714286,0.008125,0.003111111,0.003,0.005885417,0.003,0.007222222,0.009807692,0.083333333,0.003,0.003
2022-08-22 06:55:20.14102477 +0000 UTC m=+11040.646978754,1661151320,0.004155556,0.003,0.25,0.017682927,0.005,0.003040404,0.003,0.006052036,0.003,0.008071429,0.014,0.00375,0.003,0.003
2022-08-22 06:56:20.038487016 +0000 UTC m=+11100.544440996,1661151380,0.004251185,0.003,0.225,0.014545455,0.004333333,0.003074766,0.003,0.004606061,0.003,0.007672414,0.011097561,0.00425,0.003,0.003
2022-08-22 06:57:20.273617751 +0000 UTC m=+11160.779571746,1661151440,0.004674157,0.003,0.2125,0.015892857,0.004166667,0.00304,0.003,0.005110294,0.003181818,0.0065,0.013166667,0.004538462,0.002866667,0.003
2022-08-22 06:58:20.195967498 +0000 UTC m=+11220.701921478,1661151500,0.004142857,0.003090909,0.75,0.013125,0.0075,0.003017241,0.003,0.005125571,0.003,0.006973684,0.012357143,0.0042,0.003,0.003
2022-08-22 06:59:20.425139359 +0000 UTC m=+11280.931093339,1661151560,0.003921053,0.003,0.2,0.014318182,0.006875,0.003081967,0.003,0.004478261,0.003,0.006071429,0.010892857,0.004454545,0.003,0.003
2022-08-22 07:00:20.343238641 +0000 UTC m=+11340.849192621,1661151620,0.004341463,0.003,0.2125,0.014464286,0.0042,0.00306015,0.003,0.005120614,0.003,0.007820513,0.012692308,0.01,0.0026,0.003
2022-08-22 07:01:20.233226908 +0000 UTC m=+11400.739180888,1661151680,0.004146341,0.003,0.25,0.011640625,0.0075,0.003,0.003,0.005375,0.003,0.007741935,0.011578947,0.005,0.003,0.003
2022-08-22 07:02:20.262248544 +0000 UTC m=+11460.768202523,1661151740,0.003697674,0.003,0.175,0.014722222,0.008125,0.003047059,0.003,0.005669014,0.003,0.009166667,0.625,0.0037,0.0034,0.003
2022-08-22 07:03:20.047626562 +0000 UTC m=+11520.553580543,1661151800,0.003935065,0.003105263,0.25,0.013333333,0.004333333,0.003021739,0.003,0.006357466,0.003,0.00975,0.725,0.003,0.003,0.003
2022-08-22 07:04:20.219389579 +0000 UTC m=+11580.725343559,1661151860,0.004376884,0.003,0.25,0.010681818,0.005,0.003195122,0.005,0.004839662,0.003,0.007905405,,0.0375,0.003,0.003
2022-08-22 07:05:20.038217194 +0000 UTC m=+11640.544171176,1661151920,0.003076923,0.0034,0.175,0.01375,0.00625,0.003,0.003,0.0049,0.003,0.009583333,,0.003666667,0.003,0.003
2022-08-22 07:06:20.05511508 +0000 UTC m=+11700.561069091,1661151980,0.0075,0.003,0.225,0.0095,0.0059375,0.003038095,0.003,0.005321429,0.003,0.007321429,0.014,0.0045,0.003,0.003
2022-08-22 07:07:20.292411352 +0000 UTC m=+11760.798365333,1661152040,0.004302326,0.003,0.25,0.011776316,0.008571429,0.003058824,0.003,0.004643678,0.003,0.0065,0.009803922,0.03125,0.003,0.003
2022-08-22 07:08:20.228755999 +0000 UTC m=+11820.734709979,1661152100,0.0065,0.002925926,0.2125,0.012837838,0.008125,0.003056075,0.003,0.004603499,0.003,0.006640625,0.01375,0.0042,0.003,0.003
2022-08-22 07:09:20.206803488 +0000 UTC m=+11880.712757467,1661152160,0.004762557,0.003,0.25,0.014756098,0.004,0.003052632,0.003,0.005504484,0.003,0.007613636,0.014539474,0.068181818,0.003,0.003
2022-08-22 07:10:20.342253508 +0000 UTC m=+11940.848207489,1661152220,0.003419355,0.003,0.1375,0.014375,0.0035,0.003078431,0.003,0.0045875,0.0034,0.008823529,4.107142857,0.003666667,0.003,0.003
2022-08-22 07:11:20.466703831 +0000 UTC m=+12000.972657848,1661152280,0.003780142,0.003,0.075,0.015294118,0.003,0.003034483,0.003,0.006610169,0.003,0.006911765,3.266129032,0.003,0.003,0.003
2022-08-22 07:12:20.240455392 +0000 UTC m=+12060.746409373,1661152340,0.00356338,0.003,0.175,0.014285714,0.006666667,0.003,0.003,0.005127119,0.003,0.007083333,3.597560976,0.004,0.003,0.003
2022-08-22 07:13:20.304920428 +0000 UTC m=+12120.810874409,1661152400,0.004259259,0.002866667,0.1,0.012142857,0.006,0.003053097,0.003,0.00482659,0.003,0.0065625,0.009351852,0.003285714,0.002714286,0.003
2022-08-22 07:14:20.141804775 +0000 UTC m=+12180.647758773,1661152460,0.004751412,0.003,0.2,0.0145,0.0071875,0.003035398,0.003,0.005710784,0.003,0.007941176,0.01375,0.004375,0.003,0.003
2022-08-22 07:15:20.064989423 +0000 UTC m=+12240.570943443,1661152520,0.00875,0.003,0.225,0.0155,0.007954545,0.003034483,0.003,0.005913284,0.003,0.007905405,0.012565789,0.01,0.003,0.003
2022-08-22 07:16:20.325398703 +0000 UTC m=+12300.831352701,1661152580,0.004957672,0.003090909,0.25,0.0135,0.005833333,0.003178571,0.003,0.005218894,0.003,0.00734375,0.015,0.01,0.003,0.003
2022-08-22 07:17:20.176159129 +0000 UTC m=+12360.682113109,1661152640,0.0075,0.003,0.19375,0.014736842,0.008571429,0.003069565,0.003,0.005805243,0.003,0.007058824,0.009895833,0.003857143,0.003,0.003
2022-08-22 07:18:20.033843905 +0000 UTC m=+12420.539797886,1661152700,0.003745283,0.002913043,1.75,0.010775862,0.003714286,0.00306,0.003,0.00459633,0.003,0.006627907,0.009540816,0.01,0.003,0.003
2022-08-22 07:19:20.035313948 +0000 UTC m=+12480.541267928,1661152760,0.00378481,0.003,1.75,0.01625,0.005625,0.003017391,0.003,0.0053125,0.003,0.007236842,0.013333333,0.004,0.003,0.003
2022-08-22 07:20:20.141982314 +0000 UTC m=+12540.647936307,1661152820,0.00890625,0.003,1.75,0.015357143,0.007,0.003020408,0.003,0.006404867,0.0034,0.008289474,0.0135625,0.0045,0.003,0.003
2022-08-22 07:21:20.612736197 +0000 UTC m=+12601.118690177,1661152880,0.003947826,0.003,1.75,0.014615385,0.0075,0.003035714,0.003,0.006011673,0.003,0.007635135,0.01345,0.003631579,0.003,0.003
2022-08-22 07:22:20.298378471 +0000 UTC m=+12660.804332479,1661152940,0.007432432,0.003,0.3125,0.013040541,0.004555556,0.003034188,0.003,0.004779762,0.003,0.007171053,0.009945652,0.004333333,0.003,0.003
2022-08-22 07:23:20.20678611 +0000 UTC m=+12720.712740091,1661153000,0.004939698,0.003,0.375,0.014354839,0.0059375,0.003076923,0.003,0.005883028,0.003181818,0.007741935,0.012074468,0.0525,0.003,0.003
2022-08-22 07:24:20.098344741 +0000 UTC m=+12780.604298721,1661153060,0.004622642,0.003,0.19375,0.015357143,0.005625,0.003,0.003,0.005886752,0.003,0.007236842,0.010576923,0.00375,0.003,0.003
2022-08-22 07:25:20.328914266 +0000 UTC m=+12840.834868247,1661153120,0.004191837,0.003,0.175,0.011363636,0.007,0.003063492,0.003,0.004776504,0.003,0.00722973,0.014261364,0.004384615,0.003,0.003
2022-08-22 07:26:19.998274005 +0000 UTC m=+12900.504228005,1661153179,0.0051,0.003,0.25,0.0143125,0.005833333,0.003016129,0.003,0.005268817,0.003133333,0.007903226,0.010234375,0.05,0.003,0.003
2022-08-22 07:27:20.18037084 +0000 UTC m=+12960.686324838,1661153240,0.003973978,0.09,0.375,0.013088235,0.005625,0.003,0.0035,0.005593434,0.003,0.007960526,0.012560976,0.0046,0.083333333,0.003
2022-08-22 07:28:20.129766451 +0000 UTC m=+13020.635720431,1661153300,0.004857868,0.071428571,0.375,0.012960526,0.0065,0.003018349,0.003,0.004965636,0.003,0.006666667,0.009795918,0.0625,0.075,0.003
2022-08-22 07:29:20.221746423 +0000 UTC m=+13080.727700403,1661153360,0.005,0.08,0.4375,0.016666667,0.00625,0.00301626,,0.005535714,0.003285714,0.00712963,0.01287234,0.005,0.083333333,0.003
2022-08-22 07:30:20.050854505 +0000 UTC m=+13140.556808503,1661153420,0.004533981,0.095,0.75,0.010725806,0.008333333,0.003035088,0.003,0.004677419,0.003,0.006764706,0.010214286,0.0048,0.1,0.003
2022-08-22 07:31:20.280267642 +0000 UTC m=+13200.786221640,1661153480,0.008,0.095833333,0.4,0.015723684,0.005833333,0.003,0.003,0.00595057,0.003,0.007647059,0.014305556,0.005,0.085714286,0.003
2022-08-22 07:32:20.32111939 +0000 UTC m=+13260.827073371,1661153540,0.010703125,0.004375,0.4375,0.013529412,0.00625,0.003072727,0.003,0.006032338,0.003,0.008333333,0.013355263,0.025,0.15,0.003
2022-08-22 07:33:20.274432888 +0000 UTC m=+13320.780386869,1661153600,0.014444444,0.003,0.175,0.013541667,0.004,0.003126126,0.003,0.004319149,0.003,0.006465517,0.009846939,0.06875,0.003,0.003
2022-08-22 07:34:20.089084367 +0000 UTC m=+13380.595038386,1661153660,0.026442308,0.003,0.40625,0.013653846,0.007916667,0.003017544,0.003285714,0.006437008,0.003,0.008142857,0.011730769,0.004866667,0.002857143,0.003
2022-08-22 07:35:20.325665492 +0000 UTC m=+13440.831619481,1661153720,0.004553191,0.003,0.15,0.014583333,0.0075,0.003018868,0.003,0.004470752,0.003,0.005986842,0.011381579,0.004142857,0.003,0.003
2022-08-22 07:36:20.139117422 +0000 UTC m=+13500.645071402,1661153780,0.004004739,0.003,0.1875,0.014453125,0.0036,0.003020619,0.003,0.005045455,0.003,0.00712963,0.011621622,0.003428571,0.003,0.0035
2022-08-22 07:37:20.156465162 +0000 UTC m=+13560.662419162,1661153840,0.003704225,0.003,0.19375,0.015,0.003461538,0.003038095,0.003,0.004481967,0.003,0.006323529,0.01,0.003888889,0.003,0.003
2022-08-22 07:38:20.198773574 +0000 UTC m=+13620.704727554,1661153900,0.00460221,0.002904762,0.28125,0.012419355,0.005454545,0.003043478,0.003,0.004627586,0.003,0.006142857,0.0105625,0.005,0.003,0.003
2022-08-22 07:39:20.204959869 +0000 UTC m=+13680.710913869,1661153960,0.004051724,0.003,0.175,0.01375,0.005,0.003035088,0.003,0.004731148,0.003,0.006842105,0.011538462,0.005,0.003,0.003
2022-08-22 07:40:20.167923538 +0000 UTC m=+13740.673877543,1661154020,0.004863636,0.003090909,0.1,0.013579545,0.0046,0.003015748,0.003,0.005668203,0.003,0.008166667,0.012608696,0.0075,0.003,0.003
2022-08-22 07:41:20.10342493 +0000 UTC m=+13800.609378910,1661154080,0.006315789,0.003,0.375,0.01234375,0.003666667,0.003056604,0.003,0.005660377,0.003285714,0.0075,0.014573171,0.003333333,0.003,0.003
2022-08-22 07:42:20.196967965 +0000 UTC m=+13860.702921980,1661154140,0.004173333,0.003,0.175,0.01375,0.006875,0.003168224,0.003,0.005627907,0.003,0.006796875,0.009836957,0.003333333,0.003,0.003
