time,timestamp,recommendationservice_productcatalogservice,checkoutservice_emailservice,frontend_productcatalogservice,checkoutservice_cartservice,frontend_currencyservice,frontend_checkoutservice,frontend_adservice,frontend_cartservice,frontend_recommendationservice,checkoutservice_paymentservice,frontend_shippingservice,checkoutservice_productcatalogservice,checkoutservice_currencyservice,checkoutservice_shippingservice
2022-08-22 05:52:20.353419105 +0000 UTC m=+7260.859373089,1661147540,0.009702381,0.003,0.008818027,0.006666667,0.007232143,0.25,0.015930233,0.005875,0.016071429,0.003,0.004058824,0.008611111,0.0045,0.003285714
2022-08-22 05:53:20.250272829 +0000 UTC m=+7320.756226813,1661147600,0.0115,0.003,0.007554825,0.0059375,0.009672619,0.666666667,0.011764706,0.005092593,0.018214286,0.7,0.004066667,0.007,0.009166667,0.003
2022-08-22 05:54:20.476885192 +0000 UTC m=+7380.982839173,1661147660,0.009322917,0.003666667,0.007955202,0.0042,0.008536585,0.8125,0.015380435,0.004160494,0.017615385,0.75,0.00364,0.007,0.005,0.003285714
2022-08-22 05:55:20.166933711 +0000 UTC m=+7440.672887698,1661147720,0.009244186,0.003666667,0.007898833,0.003727273,0.008421053,0.791666667,0.013387097,0.004666667,0.015322581,0.75,0.0046,0.0090625,0.0042,0.0035
2022-08-22 05:56:20.396369162 +0000 UTC m=+7500.902323152,1661147780,0.008869048,0.003,0.007474747,0.0055,0.008697479,0.75,0.015232558,0.006477273,0.015510204,0.666666667,0.0035,0.01,0.004111111,0.003
2022-08-22 05:57:20.100053685 +0000 UTC m=+7560.606007689,1661147840,0.008243243,0.003,0.007990654,0.005,0.008200935,0.175,0.009924242,0.005636364,0.014669811,0.004,0.004466667,0.009166667,0.004428571,0.003
2022-08-22 05:58:20.121430276 +0000 UTC m=+7620.627384265,1661147900,0.009423077,0.003,0.007665975,0.004,0.009607438,0.2125,0.014632353,0.004492537,0.01559322,0.006666667,0.003538462,0.0115,0.029166667,0.0042
2022-08-22 05:59:19.978754359 +0000 UTC m=+7680.484708340,1661147959,0.0088125,0.003,0.007569444,0.003666667,0.008904762,0.3125,0.012946429,0.004411765,0.014955357,0.003666667,0.003322581,0.01125,0.00875,0.0042
2022-08-22 06:00:20.335609361 +0000 UTC m=+7740.841563361,1661148020,0.0096875,0.003,0.008696498,0.005625,0.007938596,0.235,0.015,0.006235294,0.016044776,0.003333333,0.004130435,0.007777778,0.004571429,0.003545455
2022-08-22 06:01:20.04591302 +0000 UTC m=+7800.551867001,1661148080,0.008809524,0.003666667,0.0075125,0.006,0.008141593,0.3125,0.01609375,0.005976563,0.015518868,0.005,0.0033,0.009166667,0.025,0.003285714
2022-08-22 06:02:20.10287164 +0000 UTC m=+7860.608825620,1661148140,0.00945122,0.003,0.008612132,0.003545455,0.008525641,0.25,0.016136364,0.004548387,0.016895161,0.075,0.004857143,0.008026316,0.004090909,0.003333333
2022-08-22 06:03:20.051278014 +0000 UTC m=+7920.557231994,1661148200,0.009913793,0.003,0.008480603,0.0042,0.009475,0.5,0.014,0.003894737,0.016223404,0.05,0.004375,0.00625,0.04375,0.003666667
2022-08-22 06:04:20.188041006 +0000 UTC m=+7980.693994986,1661148260,0.008522727,0.003,0.008074913,0.003857143,0.00877907,0.25,0.014709302,0.004866667,0.015336538,0.00875,0.003888889,0.0075,0.0045,0.003857143
2022-08-22 06:05:19.992712619 +0000 UTC m=+8040.498666598,1661148319,0.009244186,0.003,0.008661504,0.005,0.008234127,0.175,0.013076923,0.004901639,0.015778689,0.01,0.003842105,0.016666667,0.003909091,0.003666667
2022-08-22 06:06:20.211729857 +0000 UTC m=+8100.717683837,1661148380,0.008597561,0.003,0.007409091,0.0075,0.007621359,0.2125,0.016363636,0.005753968,0.012908163,0.0075,0.004058824,0.0075,0.003,0.003
2022-08-22 06:07:20.026556011 +0000 UTC m=+8160.532510008,1661148440,0.008630952,0.003,0.007356631,0.004428571,0.009019608,0.375,0.015322581,0.005282258,0.01525,0.004,0.00364,0.008,0.005,0.003181818
2022-08-22 06:08:20.283445588 +0000 UTC m=+8220.789399578,1661148500,0.008716216,0.003,0.008284884,0.004,0.00894,0.1,0.016,0.004770492,0.016,0.004,0.003933333,0.015,0.003333333,0.0034
2022-08-22 06:09:20.084387042 +0000 UTC m=+8280.590341022,1661148560,0.009090909,0.003,0.008070033,0.004333333,0.008452381,0.175,0.017702703,0.004868852,0.015818966,0.004333333,0.00375,0.015,0.0044,0.0035
2022-08-22 06:10:20.413254557 +0000 UTC m=+8340.919208538,1661148620,0.069444444,0.004,0.024318182,0.00625,0.006487069,0.34375,0.015357143,0.005423077,0.059090909,0.00625,0.004176471,0.1,0.004,0.005
2022-08-22 06:11:20.295705679 +0000 UTC m=+8400.801659660,1661148680,0.161567164,0.003,0.152094595,0.005,0.006299213,0.375,0.014864865,0.005520833,0.173,0.006666667,0.0038,0.125,0.003545455,0.003666667
2022-08-22 06:12:20.415680021 +0000 UTC m=+8460.921634037,1661148740,0.157589286,0.003,0.1566,0.003,0.006605691,0.4375,0.013863636,0.004782609,0.17173913,0.0075,0.003857143,0.1,0.004,0.005
2022-08-22 06:13:20.098605596 +0000 UTC m=+8520.604559586,1661148800,0.150847458,0.003,0.152797203,0.00625,0.00655303,0.40625,0.0151,0.005471698,0.165625,0.003,0.004176471,0.125,0.025,0.003
2022-08-22 06:14:20.465496823 +0000 UTC m=+8580.971450824,1661148860,0.009305556,0.003285714,0.008454861,0.005555556,0.007986726,0.34375,0.015,0.005915493,0.016465517,0.006,0.003296296,0.01225,0.033928571,0.003461538
2022-08-22 06:15:20.084581601 +0000 UTC m=+8640.590535581,1661148920,0.009473684,0.003285714,0.008181818,0.006923077,0.007737069,0.2,0.01625,0.006041667,0.014705882,0.003,0.00337037,0.007361111,0.005277778,0.003133333
2022-08-22 06:16:20.109723758 +0000 UTC m=+8700.615677738,1661148980,0.010810811,0.003,0.009605263,0.006428571,0.008361345,0.375,0.016964286,0.005330189,0.016650943,0.005833333,0.004636364,0.0115,0.05,0.004333333
2022-08-22 06:17:20.167244799 +0000 UTC m=+8760.673198779,1661149040,0.00797619,0.004,0.007624555,0.006666667,0.00872093,0.375,0.013571429,0.004777778,0.014305556,0.00625,0.003933333,0.0065,0.071428571,0.004
2022-08-22 06:18:20.135683355 +0000 UTC m=+8820.641637335,1661149100,0.009551282,0.003,0.00774,0.005,0.00815,0.375,0.0124375,0.005517241,0.015892857,0.004,0.004076923,0.007857143,0.00625,0.0034
2022-08-22 06:19:20.178107247 +0000 UTC m=+8880.684061227,1661149160,0.784090909,0.003,0.396527778,0.006,0.00678125,0.875,0.0165625,0.00516129,0.855263158,0.003666667,0.004333333,0.395833333,0.006071429,0.005
2022-08-22 06:20:20.251410608 +0000 UTC m=+8940.757364612,1661149220,1.15625,0.003,0.457291667,0.003,0.006857143,0.5,0.018863636,0.004538462,1.35,0.003,0.004428571,0.375,0.005,0.003
2022-08-22 06:21:20.005709047 +0000 UTC m=+9000.511663027,1661149280,0.861111111,0.003,0.393491124,0.003,0.007412791,,0.019583333,0.004533333,1.15,0.0075,0.00375,0.5,0.004,0.003
2022-08-22 06:22:19.981656933 +0000 UTC m=+9060.487610913,1661149339,5.454545455,,1.013888889,0.0075,0.008988095,,0.0165625,0.006527778,5.909090909,,0.0075,,,
2022-08-22 06:23:20.305822236 +0000 UTC m=+9120.811776217,1661149400,0.008829787,0.003,0.008559322,0.004111111,0.009976636,0.375,0.0161875,0.0063,0.016409091,0.0038,0.004294118,0.008636364,0.070454545,0.003545455
2022-08-22 06:24:20.371662598 +0000 UTC m=+9180.877616578,1661149460,0.013040541,0.0034,0.009195402,0.005,0.008145695,0.1375,0.017317073,0.005181818,0.018095238,0.005,0.004157895,0.009166667,0.003714286,0.003181818
2022-08-22 06:25:20.146374796 +0000 UTC m=+9240.652328777,1661149520,0.0084375,0.003,0.007153979,0.006666667,0.006944444,0.175,0.014539474,0.005378788,0.014210526,0.005,0.00372,0.0075,0.003125,0.0042
2022-08-22 06:26:20.307944565 +0000 UTC m=+9300.813898544,1661149580,0.008197674,0.003,0.007228033,0.005,0.008443396,0.3125,0.014090909,0.005993151,0.014852941,0.007,0.003307692,0.007916667,0.052777778,0.003666667
2022-08-22 06:27:20.398883236 +0000 UTC m=+9360.904837217,1661149640,0.009264706,0.003,0.007968227,0.003666667,0.008431373,0.375,0.015073529,0.00459375,0.015147059,0.004,0.00356,0.008928571,0.060714286,0.003666667
2022-08-22 06:28:20.443916147 +0000 UTC m=+9420.949870128,1661149700,0.007954545,0.003,0.007966667,0.005,0.006901408,0.04375,0.018571429,0.006,0.016136364,0.004,,0.008333333,0.00625,0.0034
2022-08-22 06:29:20.048247576 +0000 UTC m=+9480.554201560,1661149760,0.007222222,0.003,0.00872807,0.0042,0.007083333,0.0375,0.0165625,0.004888889,0.01375,0.00625,,0.0075,0.004,0.00625
2022-08-22 06:30:20.349824797 +0000 UTC m=+9540.855778777,1661149820,0.012727273,0.003,0.00877551,0.005,0.007434211,0.04375,0.01375,0.004473684,0.017058824,0.175,,,0.0075,0.005
2022-08-22 06:31:20.193937659 +0000 UTC m=+9600.699891654,1661149880,0.009728261,0.0035,0.008905039,0.005833333,0.008111888,0.0875,0.018269231,0.006268657,0.017276119,0.006875,0.00609375,0.007954545,0.004272727,0.0035
2022-08-22 06:32:20.001469655 +0000 UTC m=+9660.507423636,1661149940,0.009545455,0.003,0.007872881,0.006666667,0.010803571,0.25,0.015625,0.005659722,0.014811321,0.003666667,0.0039,0.01,0.025,0.003
2022-08-22 06:33:20.258509521 +0000 UTC m=+9720.764463508,1661150000,0.008902439,0.003,0.008151341,0.005,0.009655172,0.333333333,0.016104651,0.004558824,0.01609375,0.005,0.003588235,0.025,0.005,0.003
2022-08-22 06:34:20.094253518 +0000 UTC m=+9780.600207499,1661150060,0.008780488,0.0035,0.007246622,0.003222222,0.008311404,0.25,0.013851351,0.003873563,0.014431818,0.005833333,0.003521739,0.00875,0.004076923,0.003857143
2022-08-22 06:35:19.985314618 +0000 UTC m=+9840.491268598,1661150119,0.007602041,0.004,0.007055556,0.0065,0.008657895,0.175,0.013857143,0.005762712,0.013333333,0.003,0.004125,0.008333333,0.003857143,0.003666667
2022-08-22 06:36:20.158960285 +0000 UTC m=+9900.664914266,1661150180,0.373188406,0.003,0.058918919,0.005,0.008353175,0.375,0.015208333,0.005614035,0.378472222,0.004,0.003666667,0.0625,0.004857143,0.004428571
2022-08-22 06:37:20.265082831 +0000 UTC m=+9960.771036812,1661150240,0.361111111,0.003,0.063436123,0.0035,0.008548387,0.225,0.014913793,0.004396825,0.364919355,0.004333333,0.0035,0.075,0.005833333,0.003857143
2022-08-22 06:38:20.328120619 +0000 UTC m=+10020.834074599,1661150300,0.347916667,0.003,0.0375,0.005,0.005798969,0.3125,0.015689655,0.005416667,0.353813559,0.003,0.003380952,0.01,0.004142857,0.003
2022-08-22 06:39:20.247494104 +0000 UTC m=+10080.753448084,1661150360,0.007844828,0.003,0.007142857,0.004333333,0.007847826,0.2,0.012897727,0.005880282,0.014880952,0.003,0.00347619,0.008333333,0.00625,0.003222222
2022-08-22 06:40:20.349319363 +0000 UTC m=+10140.855273344,1661150420,0.0085625,0.003,0.007040441,0.0046,0.007589286,0.15,0.0125,0.004484848,0.015235849,0.003,0.0039,0.005,0.003888889,0.003666667
2022-08-22 06:41:20.329192599 +0000 UTC m=+10200.835146580,1661150480,0.008243243,0.003,0.007837302,0.0042,0.00950431,0.2125,0.013958333,0.004645161,0.01465,0.005,0.004066667,0.008125,0.04375,0.005
2022-08-22 06:42:20.032207149 +0000 UTC m=+10260.538161128,1661150540,0.010703125,0.003,0.008163043,0.0075,0.008886364,0.25,0.016032609,0.00557377,0.016684783,0.003,0.003777778,0.009375,0.06,0.003
2022-08-22 06:43:20.270635285 +0000 UTC m=+10320.776589266,1661150600,0.011136364,0.004,0.009430502,0.0075,0.02,0.375,0.016333333,0.006323529,0.018169643,0.00625,0.004538462,0.009375,0.06875,0.004
2022-08-22 06:44:20.115997693 +0000 UTC m=+10380.621951682,1661150660,0.009476744,0.00625,0.008740876,0.0045,0.008214286,0.375,0.015755814,0.004728814,0.015909091,0.004,0.003823529,0.008928571,0.004714286,0.004
2022-08-22 06:45:20.29914929 +0000 UTC m=+10440.805103271,1661150720,0.009583333,0.003,0.007746479,0.004,0.007175926,0.025,0.0085,0.003875,0.0145,0.005,,0.008125,0.005,0.003666667
2022-08-22 06:46:20.018887603 +0000 UTC m=+10500.524841584,1661150780,0.008,0.003,0.008007246,0.0046,0.006428571,0.04375,0.01375,0.006538462,0.0145,0.003,,0.01375,0.004,0.003
2022-08-22 06:47:20.295502856 +0000 UTC m=+10560.801456836,1661150840,0.011363636,0.003,0.010441176,0.006666667,0.006597222,0.0375,0.02,0.006458333,0.0175,0.003,0.0075,0.01375,0.075,0.003
2022-08-22 06:48:20.015231482 +0000 UTC m=+10620.521185463,1661150900,0.008163265,0.003,0.007630662,0.005,0.008103448,0.175,0.014256757,0.00475,0.014852941,0.00625,0.003571429,0.00875,0.005,0.005
2022-08-22 06:49:20.178655585 +0000 UTC m=+10680.684609573,1661150960,0.009144737,0.003,0.007434498,0.004166667,0.007958716,0.22,0.014090909,0.004316456,0.015,0.004333333,0.003176471,0.006964286,0.01375,0.003352941
2022-08-22 06:50:20.46111814 +0000 UTC m=+10740.967072120,1661151020,0.010202703,0.003,0.008915094,0.005,0.007714286,0.3125,0.015833333,0.006472603,0.016710526,0.003,0.004375,0.005833333,0.006666667,0.004
2022-08-22 06:51:20.300094578 +0000 UTC m=+10800.806048567,1661151080,0.008947368,0.003,0.0081875,0.007083333,0.008055556,0.175,0.013243243,0.005909091,0.015581395,0.004,0.003526316,0.0078125,0.005,0.0038
2022-08-22 06:52:20.273126445 +0000 UTC m=+10860.779080425,1661151140,0.009758065,0.0034,0.007948113,0.005714286,0.009194215,0.28125,0.016048387,0.004862069,0.014903846,0.006666667,0.003347826,0.008392857,0.009375,0.0034
2022-08-22 06:53:20.386704248 +0000 UTC m=+10920.892658245,1661151200,0.009338235,0.0045,0.008456938,0.005833333,0.008045775,0.25,0.015472973,0.004925926,0.639830508,0.0065,0.0035,0.00875,0.004384615,0.005
2022-08-22 06:54:20.15365262 +0000 UTC m=+10980.659606601,1661151260,0.007828947,0.003,0.007978469,0.005,0.009520548,0.625,0.01,0.0053125,0.75,0.004,0.003352941,0.0175,0.083333333,0.003
2022-08-22 06:55:20.162732559 +0000 UTC m=+11040.668686539,1661151320,0.00875,0.003,0.009226695,0.006,0.008383333,0.25,0.018035714,0.006384615,0.75,0.005,0.004714286,0.0075,0.004,0.0042
2022-08-22 06:56:20.057416457 +0000 UTC m=+11100.563370468,1661151380,0.008571429,0.003,0.007740964,0.004333333,0.007397541,0.2,0.01483871,0.003916667,0.75,0.0035,0.003705882,0.007727273,0.03125,0.0035
2022-08-22 06:57:20.292247385 +0000 UTC m=+11160.798201366,1661151440,0.009013158,0.003285714,0.007978469,0.006,0.008837209,0.19,0.016465517,0.005326087,0.01505102,0.0042,0.004222222,0.00875,0.0046,0.003909091
2022-08-22 06:58:20.212494091 +0000 UTC m=+11220.718448076,1661151500,0.008092105,0.003,0.007304104,0.003,0.007866972,0.25,0.013851351,0.005783582,0.015380435,0.003,0.003875,0.015625,0.05,0.003
2022-08-22 06:59:20.449326924 +0000 UTC m=+11280.955280904,1661151560,0.008618421,0.003,0.007457627,0.003285714,0.006047619,0.19375,0.014453125,0.00405,0.014772727,0.003,0.003518519,0.009375,0.004666667,0.003
2022-08-22 07:00:20.36291352 +0000 UTC m=+11340.868867501,1661151620,0.009358974,0.003,0.00814781,0.004333333,0.00816879,0.25,0.01525,0.004685714,0.016176471,0.004,0.004176471,0.0075,0.0075,0.004333333
2022-08-22 07:01:20.249625735 +0000 UTC m=+11400.755579715,1661151680,0.008653846,0.003,0.007137681,0.005,0.007216981,0.175,0.013541667,0.005227273,0.014011628,0.005,0.004058824,0.01,0.075,0.005
2022-08-22 07:02:20.280665255 +0000 UTC m=+11460.786619236,1661151740,0.010661765,0.003,0.007429435,0.006875,0.006583333,0.25,0.015089286,0.004914894,0.633928571,0.00625,0.003230769,0.0175,0.003285714,0.004
2022-08-22 07:03:20.062403383 +0000 UTC m=+11520.568357363,1661151800,0.010555556,0.003,0.0084689,0.003666667,0.006521739,0.25,0.014615385,0.004015873,0.75,0.003,0.003444444,0.006875,0.0045,0.003666667
2022-08-22 07:04:20.237300971 +0000 UTC m=+11580.743255072,1661151860,0.008785714,0.005,0.007006579,0.003666667,0.006130952,0.3125,0.013461538,0.003727273,1.06,0.003,0.0035,0.00625,0.0175,0.003
2022-08-22 07:05:20.053554617 +0000 UTC m=+11640.559508599,1661151920,0.011666667,0.0075,0.007978723,0.0075,0.007142857,0.175,0.0175,0.006875,,0.0075,0.0038,0.01375,0.003666667,0.005
2022-08-22 07:06:20.07013788 +0000 UTC m=+11700.576091860,1661151980,0.009,0.003,0.007467391,0.005714286,0.016,0.225,0.009679487,0.005732759,0.015863636,0.0045,0.0036,0.00775,0.004733333,0.0038
2022-08-22 07:07:20.310101968 +0000 UTC m=+11760.816055947,1661152040,0.007906977,0.003,0.006867188,0.003666667,0.006936937,0.25,0.013313953,0.003938272,0.01375,0.005,0.003416667,0.0125,0.01,0.003666667
2022-08-22 07:08:20.243506531 +0000 UTC m=+11820.749460538,1661152100,0.009069767,0.003,0.008029661,0.004428571,0.020743243,0.19375,0.014573171,0.005724638,0.016428571,0.004,0.003434783,0.013214286,0.029166667,0.003181818
2022-08-22 07:09:20.224201776 +0000 UTC m=+11880.730155773,1661152160,0.009910714,0.003,0.008,0.0042,0.008870968,0.25,0.015535714,0.005681818,0.016382979,0.005,0.003947368,0.0075,0.0675,0.003666667
2022-08-22 07:10:20.361403601 +0000 UTC m=+11940.867357581,1661152220,0.009605263,0.004,0.008361345,0.005,0.006393443,0.175,0.017,0.004034483,4.117647059,0.00625,0.0042,0.004333333,0.003666667,0.004
2022-08-22 07:11:20.486325449 +0000 UTC m=+12000.992279430,1661152280,0.008125,0.003,0.008916667,0.003,0.00752809,0.1,0.016617647,0.003878049,3.25,0.003,0.005357143,0.003,0.003,0.003
2022-08-22 07:12:20.254392454 +0000 UTC m=+12060.760346435,1661152340,0.008148148,0.0075,0.007169118,0.005,0.006850649,0.175,0.01375,0.006160714,3.585526316,0.003,0.003266667,0.00625,0.003666667,0.003666667
2022-08-22 07:13:20.322868501 +0000 UTC m=+12120.828822489,1661152400,0.007857143,0.003,0.006792683,0.0042,0.007575,0.1,0.013863636,0.005541667,0.01225,0.003,0.003545455,0.013,0.0034,0.003285714
2022-08-22 07:14:20.159635343 +0000 UTC m=+12180.665589324,1661152460,0.009802632,0.003,0.007984581,0.005,0.012115385,0.19375,0.014632353,0.004514286,0.01606383,0.006666667,0.003916667,0.0109375,0.004538462,0.0034
2022-08-22 07:15:20.083053629 +0000 UTC m=+12240.589007611,1661152520,0.009034091,0.0035,0.008053691,0.0065,0.028787879,0.2,0.0155,0.005774648,0.016465517,0.0035,0.003636364,0.016136364,0.052272727,0.003857143
2022-08-22 07:16:20.344065517 +0000 UTC m=+12300.850019497,1661152580,0.01,0.003,0.007655039,0.003666667,0.015,0.291666667,0.014545455,0.006037736,0.015480769,0.003666667,0.003454545,0.0075,0.054166667,0.003
2022-08-22 07:17:20.196254843 +0000 UTC m=+12360.702208824,1661152640,0.007790698,0.003,0.007161922,0.005,0.009030172,0.2,0.015921053,0.003744186,0.014375,0.005833333,0.00324,0.015454545,0.003555556,0.0035
2022-08-22 07:18:20.04888123 +0000 UTC m=+12420.554835213,1661152700,0.0075,0.003,0.006445498,0.005714286,0.006367925,1.75,0.011,0.005208333,0.01345,0.004,0.364583333,0.005357143,0.01375,0.375
2022-08-22 07:19:20.051549177 +0000 UTC m=+12480.557503175,1661152760,0.009111111,0.004333333,0.008676471,0.00625,0.007316176,1.75,0.016875,0.006521739,0.016086957,0.003666667,0.375,0.01,0.003545455,0.375
2022-08-22 07:20:20.16335463 +0000 UTC m=+12540.669308640,1661152820,0.009357143,0.003,0.008377778,0.0045,0.012321429,1.75,0.016315789,0.005510204,0.016527778,0.003,0.375,0.008,0.01,0.375
2022-08-22 07:21:20.632859784 +0000 UTC m=+12601.138813775,1661152880,0.009085366,0.003,0.008286713,0.004,0.007765487,1.75,0.0150625,0.004454545,0.016286765,0.003,0.370535714,0.0125,0.003888889,0.375
2022-08-22 07:22:20.316124036 +0000 UTC m=+12660.822078020,1661152940,0.008546512,0.0034,0.007456747,0.00625,0.009166667,0.291666667,0.013445946,0.005783582,0.015913462,0.004,0.003387097,0.007666667,0.00425,0.004
2022-08-22 07:23:20.223163938 +0000 UTC m=+12720.729117936,1661153000,0.009375,0.003,0.00851,0.006428571,0.01984375,0.375,0.015357143,0.006160714,0.015089286,0.0042,0.003692308,0.008888889,0.057142857,0.003461538
2022-08-22 07:24:20.115020985 +0000 UTC m=+12780.620974965,1661153060,0.008175676,0.003,0.007931727,0.004333333,0.009285714,0.19,0.016,0.004774194,0.015833333,0.0035,0.003705882,0.0075,0.003909091,0.003222222
2022-08-22 07:25:20.347395415 +0000 UTC m=+12840.853349398,1661153120,0.009935897,0.003285714,0.007664931,0.0042,0.006875,0.175,0.012867647,0.004289474,0.016954545,0.003666667,0.003190476,0.01375,0.005,0.003285714
2022-08-22 07:26:20.018180265 +0000 UTC m=+12900.524134276,1661153180,0.008833333,0.003666667,0.007819865,0.006,0.008104396,0.25,0.014821429,0.005291667,0.01606383,0.003666667,0.004047619,0.00875,0.01,0.003666667
2022-08-22 07:27:20.201786883 +0000 UTC m=+12960.707740893,1661153240,0.008780488,0.0035,0.008045455,0.005,0.007322835,0.375,0.014054054,0.005133929,0.015265957,0.004333333,0.09375,0.0095,0.0075,0.083333333
2022-08-22 07:28:20.150293948 +0000 UTC m=+13020.656247929,1661153300,0.008255814,0.004,0.007687793,0.004428571,0.009389313,0.3125,0.014285714,0.00395122,0.013076923,0.005,0.078125,0.0145,0.025,0.075
2022-08-22 07:29:20.239194613 +0000 UTC m=+13080.745148599,1661153360,0.008295455,0.003,0.00753125,0.004,0.0175,0.5,0.017094595,0.004565217,0.015423077,0.0075,0.065,0.00875,0.0175,0.083333333
2022-08-22 07:30:20.069306373 +0000 UTC m=+13140.575260371,1661153420,0.008092105,0.004,0.006954733,0.00625,0.009329897,0.5,0.013863636,0.005384615,0.013488372,0.004,0.085,0.01375,0.00625,0.1
2022-08-22 07:31:20.298281496 +0000 UTC m=+13200.804235480,1661153480,0.009779412,0.0042,0.008554852,0.005,0.009394531,0.416666667,0.015067568,0.006346154,0.015833333,0.003285714,0.1,0.006666667,0.008333333,0.085714286
